# {"t_start": 1562302087.3181984, "env_id": "ReacherBL-v2"} 
r,l,t
-12.135576,50,542.016805
-11.14253,50,542.844808
-7.062297,50,543.692214
-8.009153,50,544.505656
-9.555187,50,545.336066
-20.309636,50,546.14257
-26.790873,50,546.923561
-15.992311,50,547.751887
-11.678654,50,548.545435
-12.411153,50,549.351039
-18.028283,50,550.128513
-24.845544,50,550.928239
-14.660267,50,551.848881
-17.593241,50,552.675966
-10.081189,50,553.479169
-7.599669,50,554.317395
-10.588816,50,555.136924
-12.574304,50,555.967578
-11.720088,50,556.764428
-20.511897,50,557.610784
-11.474267,50,558.416306
-9.676603,50,559.237739
-7.860903,50,560.043205
-14.239829,50,560.89374
-10.71279,50,561.713249
-14.40863,50,562.54862
-14.631846,50,563.388072
-21.480552,50,564.248962
-12.309683,50,565.070053
-12.981195,50,565.873954
-32.308567,50,566.72386
-19.142922,50,567.556211
-15.331503,50,568.474277
-12.412089,50,569.277392
-17.183483,50,570.095643
-13.423433,50,570.915174
-5.350461,50,571.746017
-12.745061,50,572.541835
-11.545399,50,573.354294
-5.920357,50,574.158154
-10.464977,50,574.945352
-13.500629,50,575.748539
-8.010147,50,576.535499
-8.701055,50,577.348954
-17.686342,50,578.179995
-7.630999,50,578.976417
-14.898543,50,579.815184
-16.056759,50,580.640087
-16.087152,50,581.454611
-10.515631,50,582.237473
-14.80222,50,583.026836
-10.737709,50,583.82092
-7.119889,50,584.746862
-9.326079,50,585.589652
-11.680249,50,586.389185
-11.780936,50,587.201056
-9.430457,50,587.998856
-14.142102,50,588.830276
-12.165239,50,589.663465
-15.053325,50,590.439366
-13.32665,50,591.24117
-10.871723,50,592.047065
-15.530866,50,592.870492
-7.775627,50,593.697351
-10.289534,50,594.511947
-14.973607,50,595.340869
-16.703357,50,596.133255
-15.119597,50,596.96678
-12.125624,50,597.788536
-5.311825,50,598.587846
-7.279287,50,599.410449
-8.770372,50,600.219806
-5.858803,50,601.15647
-18.008068,50,601.942268
-8.2678,50,602.742139
-8.753488,50,603.557088
-9.923019,50,604.385876
-14.85823,50,605.193835
-17.775899,50,606.009064
-6.57855,50,606.855389
-8.878011,50,607.677706
-12.107016,50,608.486812
-14.438077,50,609.316185
-14.039636,50,610.151089
-13.195363,50,610.947023
-8.965836,50,611.757523
-12.726426,50,612.575575
-9.923701,50,613.423339
