# {"t_start": 1562379674.2381608, "env_id": "InvertedPendulumGP-v2"} 
r,c,violation,l,t
4.0,-2.64268,0,4,49.9941
5.0,-3.944808,0,5,50.012414
11.0,-0.429156,0,11,50.053871
4.0,-0.202518,0,4,50.068799
14.0,-2.866715,0,14,50.111122
4.0,-1.477862,0,4,50.124004
5.0,-1.039996,0,5,50.139389
4.0,-0.048641,0,4,50.153262
5.0,-0.058868,0,5,50.170683
7.0,-2.939517,0,7,50.192244
6.0,-0.867629,0,6,50.210428
7.0,-2.446998,0,7,50.231696
5.0,-0.675311,0,5,50.246829
4.0,-0.012136,0,4,50.262632
7.0,-6.060572,0,7,50.284001
7.0,-0.08308,0,7,50.307636
12.0,-0.259728,0,12,50.349109
7.0,-3.933096,0,7,50.369835
4.0,-0.789663,0,4,50.381812
4.0,-2.740601,0,4,51.460969
9.0,-0.232595,0,9,51.490504
5.0,-0.743334,0,5,51.506085
10.0,-2.507498,0,10,51.535919
7.0,-0.645424,0,7,51.557588
6.0,-1.220137,0,6,51.57578
5.0,-2.203986,0,5,51.590722
10.0,-2.609264,0,10,51.620212
5.0,-2.010406,0,5,51.635184
8.0,-0.051723,0,8,51.661899
4.0,-0.252817,0,4,51.674871
9.0,-0.065871,0,9,51.705145
4.0,-0.228965,0,4,51.718588
7.0,-1.968817,0,7,51.739282
5.0,-0.876272,0,5,51.754185
13.0,-10.619475,0,13,51.792711
9.0,-2.383448,0,9,51.8189
7.0,-2.231972,0,7,51.839689
6.0,-1.319966,0,6,51.857176
4.0,-3.680523,0,4,51.871981
6.0,-2.945047,0,6,51.890268
6.0,-1.373925,0,6,51.907926
8.0,-3.274701,0,8,51.93154
8.0,-6.466511,0,8,51.955273
6.0,-2.678646,0,6,51.973045
18.0,-8.673513,0,18,52.025874
4.0,-3.727033,0,4,52.037946
5.0,-3.013986,0,5,52.052801
6.0,-0.370256,0,6,52.072516
9.0,-6.411772,0,9,52.098939
5.0,-4.697297,0,5,52.113962
4.0,-0.21677,0,4,52.126928
4.0,-0.008498,0,4,52.140839
6.0,-2.665792,0,6,52.159014
7.0,-3.981046,0,7,52.179674
5.0,-0.018234,0,5,52.196517
7.0,-2.522545,0,7,52.217441
6.0,-4.0753,0,6,52.235225
4.0,-3.811355,0,4,52.247254
6.0,-2.968435,0,6,52.264889
7.0,-8.254972,0,7,52.285649
5.0,-3.549684,0,5,52.300596
4.0,-3.858746,0,4,52.312537
4.0,-1.225091,0,4,52.324748
4.0,-1.797549,0,4,52.336769
4.0,-0.621606,0,4,52.348758
5.0,-3.854591,0,5,52.364184
4.0,-0.964146,0,4,52.376261
4.0,-1.23116,0,4,52.388455
4.0,-2.837215,0,4,52.400556
4.0,-0.091342,0,4,52.415073
4.0,-0.383134,0,4,52.429588
6.0,-0.03035,0,6,52.449778
7.0,-2.414972,0,7,52.470779
6.0,-3.802974,0,6,52.48846
10.0,-2.700233,0,10,52.517888
6.0,-3.765473,0,6,52.535722
5.0,-0.379266,0,5,52.551893
5.0,-0.317809,0,5,52.569195
6.0,-1.193938,0,6,52.586998
7.0,-1.053817,0,7,52.60886
7.0,-6.11482,0,7,52.629503
6.0,-0.629129,0,6,52.647986
6.0,-2.264351,0,6,52.666048
17.0,-2.375636,0,17,52.716844
5.0,-1.313265,0,5,52.732003
8.0,-0.263223,0,8,52.75938
4.0,-0.302566,0,4,52.772945
5.0,-4.178387,0,5,52.788305
11.0,-2.840592,0,11,52.820632
5.0,-4.712325,0,5,52.835614
14.0,-0.101879,0,14,52.883581
7.0,-0.023632,0,7,52.908295
13.0,-1.382007,0,13,52.952535
4.0,-2.409115,0,4,52.964953
7.0,-0.081779,0,7,52.990478
5.0,-5.728764,0,5,53.007197
5.0,-2.572895,0,5,53.022463
7.0,-3.102707,0,7,53.043322
5.0,-0.142494,0,5,53.060766
6.0,-1.459675,0,6,53.079271
6.0,-0.22831,0,6,53.099296
7.0,-4.62078,0,7,53.121565
4.0,-1.794672,0,4,53.133479
5.0,-3.527802,0,5,53.148172
4.0,-1.303371,0,4,53.160232
11.0,-9.051004,0,11,53.193074
4.0,-2.214859,0,4,53.20521
9.0,-0.785968,0,9,53.235082
5.0,-0.043543,0,5,53.252031
10.0,-6.479293,0,10,53.282094
6.0,-0.853006,0,6,53.30014
9.0,-3.628981,0,9,53.327195
4.0,-1.691592,0,4,53.339335
8.0,-0.195105,0,8,53.366862
4.0,-3.23546,0,4,53.379461
7.0,-0.109517,0,7,53.403259
12.0,-3.304878,0,12,53.43903
4.0,-0.016767,0,4,53.452613
5.0,-4.743782,0,5,53.468055
5.0,-2.175441,0,5,53.482936
4.0,-1.217265,0,4,53.495955
7.0,-5.188983,0,7,53.517562
8.0,-2.070065,0,8,53.540978
5.0,-0.051848,0,5,53.557637
4.0,-2.121958,0,4,53.57002
4.0,-0.050492,0,4,53.583671
4.0,-1.057268,0,4,53.596269
10.0,-9.425944,0,10,53.625791
25.0,-16.570442,0,25,53.699201
5.0,-3.684206,0,5,53.714225
15.0,-4.601055,0,15,53.758466
10.0,-0.054046,0,10,53.793122
6.0,-3.061602,0,6,53.811744
4.0,-0.04941,0,4,53.825423
15.0,-7.454065,0,15,53.869927
7.0,-5.359842,0,7,53.8907
8.0,-8.836391,0,8,53.914369
5.0,-0.474383,0,5,53.930775
7.0,-4.093547,0,7,53.951338
8.0,-5.232902,0,8,53.97519
7.0,-0.07712,0,7,53.999531
18.0,-8.865056,0,18,54.052382
7.0,-0.263661,0,7,54.076602
8.0,-2.683604,0,8,54.100295
4.0,-0.772198,0,4,54.112343
6.0,-2.478291,0,6,54.130383
6.0,-0.063753,0,6,54.151471
8.0,-1.971699,0,8,54.175471
13.0,-5.543317,0,13,54.213883
7.0,-1.962439,0,7,54.234524
9.0,-2.591788,0,9,54.261381
6.0,-4.436768,0,6,54.279196
5.0,-0.960529,0,5,54.294221
5.0,-0.0482,0,5,54.311667
12.0,-2.429862,0,12,54.349814
6.0,-2.710266,0,6,54.371981
9.0,-2.121191,0,9,54.400975
5.0,-1.578979,0,5,54.417296
5.0,-0.027519,0,5,54.434091
7.0,-1.014841,0,7,54.455821
8.0,-2.242627,0,8,54.479462
7.0,-0.549433,0,7,54.503503
9.0,-0.135111,0,9,54.53516
5.0,-0.228838,0,5,54.553091
4.0,-1.806304,0,4,55.824474
5.0,-1.485551,0,5,55.838655
5.0,-4.621568,0,5,55.853129
4.0,-2.217738,0,4,55.865034
6.0,-1.94458,0,6,55.882862
7.0,-4.80761,0,7,55.903507
4.0,-4.079991,0,4,55.915607
8.0,-2.055588,0,8,55.939517
8.0,-0.42903,0,8,55.968043
9.0,-5.495984,0,9,55.994692
8.0,-2.547987,0,8,56.018224
10.0,-5.458098,0,10,56.047859
5.0,-3.303156,0,5,56.062809
4.0,-0.509898,0,4,56.074896
9.0,-2.513791,0,9,56.102226
6.0,-4.357386,0,6,56.120233
4.0,-0.024761,0,4,56.134101
4.0,-1.24842,0,4,56.146558
7.0,-5.383832,0,7,56.167226
8.0,-5.680875,0,8,56.191025
24.0,-1.112036,0,24,56.272961
8.0,-5.285218,0,8,56.296661
6.0,-1.692203,0,6,56.314672
8.0,-1.000757,0,8,56.340596
5.0,-3.10519,0,5,56.355473
4.0,-0.114084,0,4,56.369683
6.0,-5.426533,0,6,56.388005
14.0,-3.332173,0,14,56.429229
4.0,-2.537414,0,4,56.442101
5.0,-1.805614,0,5,56.457042
7.0,-0.081187,0,7,56.48161
4.0,-0.372923,0,4,56.494673
10.0,-3.372806,0,10,56.524804
9.0,-0.169782,0,9,56.555857
9.0,-0.698794,0,9,56.586657
14.0,-4.610425,0,14,56.627714
7.0,-0.112099,0,7,56.651946
8.0,-0.090857,0,8,56.680988
6.0,-1.178486,0,6,56.698716
4.0,-1.525361,0,4,56.710649
9.0,-4.457698,0,9,56.736987
11.0,-7.449435,0,11,56.769151
5.0,-2.838586,0,5,56.783901
7.0,-2.489366,0,7,56.804834
4.0,-2.192226,0,4,56.816881
4.0,-0.785572,0,4,56.829383
5.0,-0.033109,0,5,56.847079
4.0,-1.223058,0,4,56.859853
6.0,-1.514007,0,6,56.87815
4.0,-0.244557,0,4,56.89163
6.0,-0.508019,0,6,56.910727
4.0,-1.349514,0,4,56.923398
6.0,-5.114538,0,6,56.941304
4.0,-2.106699,0,4,56.95337
4.0,-0.785002,0,4,56.965335
4.0,-3.575888,0,4,56.977486
9.0,-0.090334,0,9,57.007609
4.0,-0.141571,0,4,57.021478
4.0,-3.898646,0,4,57.034076
7.0,-3.689847,0,7,57.05497
13.0,-10.427973,0,13,57.093333
4.0,-0.353166,0,4,57.106033
7.0,-7.850836,0,7,57.127377
5.0,-0.028716,0,5,57.144455
4.0,-2.169749,0,4,57.156994
19.0,-3.59501,0,19,57.212377
6.0,-2.571013,0,6,57.230146
14.0,-5.928809,0,14,57.271683
6.0,-3.643234,0,6,57.289474
5.0,-3.499495,0,5,57.304534
10.0,-10.22827,0,10,57.333976
13.0,-2.810106,0,13,57.372841
14.0,-3.649815,0,14,57.414674
6.0,-3.347415,0,6,57.432572
5.0,-1.997577,0,5,57.447726
5.0,-2.812686,0,5,57.463769
4.0,-2.131813,0,4,57.475815
5.0,-0.03158,0,5,57.493029
4.0,-0.961444,0,4,57.505629
5.0,-3.114314,0,5,57.520079
5.0,-1.890389,0,5,57.534496
5.0,-0.958117,0,5,57.548849
6.0,-0.681986,0,6,57.567716
4.0,-0.063232,0,4,57.581084
8.0,-1.723047,0,8,57.605113
4.0,-1.917247,0,4,57.617069
5.0,-1.00893,0,5,57.632039
6.0,-0.416106,0,6,57.652907
9.0,-4.151635,0,9,57.6788
5.0,-3.988308,0,5,57.693635
5.0,-0.169197,0,5,57.710686
6.0,-0.02934,0,6,57.73163
5.0,-1.190682,0,5,57.747301
12.0,-0.180362,0,12,57.790691
5.0,-2.830927,0,5,57.806493
7.0,-3.308925,0,7,57.827024
11.0,-0.620738,0,11,57.864056
7.0,-0.459791,0,7,57.887517
7.0,-0.165024,0,7,57.911749
4.0,-3.740724,0,4,57.92433
5.0,-2.326428,0,5,57.939226
8.0,-6.427595,0,8,57.962932
11.0,-0.352395,0,11,58.000092
4.0,-0.246795,0,4,58.014357
12.0,-5.440427,0,12,58.050015
7.0,-0.421325,0,7,58.073973
12.0,-4.936668,0,12,58.109778
8.0,-2.941258,0,8,58.133592
6.0,-6.549463,0,6,58.151458
5.0,-4.781306,0,5,58.166449
7.0,-1.780192,0,7,58.18744
4.0,-1.86222,0,4,58.202905
5.0,-4.614459,0,5,58.218223
6.0,-1.696515,0,6,58.235995
9.0,-0.137127,0,9,58.267496
6.0,-0.087155,0,6,58.288917
8.0,-0.663006,0,8,58.316894
8.0,-0.283468,0,8,58.344726
8.0,-2.098913,0,8,58.371598
9.0,-5.0216,0,9,58.397842
9.0,-1.439973,0,9,58.424394
6.0,-1.164499,0,6,58.442253
6.0,-0.729878,0,6,58.461069
4.0,-0.079467,0,4,58.474698
6.0,-3.493944,0,6,58.492514
8.0,-8.535305,0,8,58.515954
10.0,-0.147455,0,10,58.550925
4.0,-0.832712,0,4,58.563653
7.0,-0.10998,0,7,58.587993
10.0,-8.443025,0,10,58.618087
4.0,-0.98608,0,4,58.63008
6.0,-0.039198,0,6,58.651021
6.0,-3.900519,0,6,58.669508
5.0,-0.588902,0,5,58.685329
5.0,-3.074502,0,5,58.700246
5.0,-1.204003,0,5,58.715277
6.0,-0.824979,0,6,58.733648
4.0,-0.727697,0,4,58.746238
7.0,-4.65581,0,7,58.767086
8.0,-5.735659,0,8,58.790774
5.0,-4.019325,0,5,58.805752
11.0,-1.103389,0,11,58.84204
6.0,-1.454388,0,6,58.859655
5.0,-0.873772,0,5,58.875561
7.0,-3.560228,0,7,58.896517
4.0,-1.215929,0,4,58.908503
9.0,-0.910744,0,9,58.938502
5.0,-0.068444,0,5,60.419495
4.0,-2.01502,0,4,60.430603
8.0,-3.566218,0,8,60.452205
6.0,-0.970974,0,6,60.469816
5.0,-1.073729,0,5,60.485409
7.0,-0.075637,0,7,60.510116
5.0,-1.294981,0,5,60.525693
5.0,-3.443413,0,5,60.540669
5.0,-1.815965,0,5,60.555677
9.0,-2.897102,0,9,60.582637
4.0,-0.111436,0,4,60.596706
6.0,-2.808402,0,6,60.615076
12.0,-0.369289,0,12,60.657223
8.0,-1.54555,0,8,60.681186
8.0,-3.805455,0,8,60.705349
4.0,-1.120548,0,4,60.71747
4.0,-0.044232,0,4,60.731134
5.0,-3.24187,0,5,60.746515
9.0,-0.947897,0,9,60.776625
5.0,-2.316297,0,5,60.791558
9.0,-0.485292,0,9,60.823337
5.0,-1.16709,0,5,60.839453
6.0,-2.292759,0,6,60.857485
7.0,-2.003421,0,7,60.878892
5.0,-3.657296,0,5,60.89401
9.0,-2.34546,0,9,60.921455
5.0,-0.908801,0,5,60.936502
6.0,-2.940235,0,6,60.954482
4.0,-1.57244,0,4,60.966599
8.0,-8.660868,0,8,60.990479
9.0,-0.103858,0,9,61.022356
6.0,-5.142328,0,6,61.040913
4.0,-1.24918,0,4,61.053075
5.0,-2.820349,0,5,61.068298
4.0,-0.560955,0,4,61.081006
4.0,-0.065888,0,4,61.094833
8.0,-6.277792,0,8,61.1194
5.0,-1.942937,0,5,61.134278
5.0,-2.218837,0,5,61.149311
5.0,-3.335992,0,5,61.164368
8.0,-4.031765,0,8,61.188051
5.0,-0.030953,0,5,61.205396
14.0,-0.164722,0,14,61.254833
6.0,-2.559503,0,6,61.273373
5.0,-4.708739,0,5,61.288381
6.0,-4.10941,0,6,61.306417
4.0,-4.020052,0,4,61.318542
7.0,-4.137015,0,7,61.339485
5.0,-3.774603,0,5,61.354661
5.0,-1.457962,0,5,61.369872
8.0,-1.502085,0,8,61.39369
6.0,-0.029256,0,6,61.4154
5.0,-0.129596,0,5,61.43437
8.0,-2.910397,0,8,61.457195
6.0,-0.877434,0,6,61.474213
4.0,-2.008203,0,4,61.486168
6.0,-0.413117,0,6,61.505322
5.0,-4.065643,0,5,61.521014
5.0,-0.510252,0,5,61.536573
6.0,-1.563364,0,6,61.555274
5.0,-0.975492,0,5,61.570209
7.0,-6.404756,0,7,61.591537
12.0,-10.894482,0,12,61.626878
11.0,-1.585164,0,11,61.660324
6.0,-2.542165,0,6,61.67895
4.0,-0.29945,0,4,61.692321
5.0,-0.388376,0,5,61.709137
7.0,-5.669481,0,7,61.730209
4.0,-2.817642,0,4,61.742054
6.0,-1.880002,0,6,61.759953
4.0,-0.449104,0,4,61.773744
4.0,-1.539636,0,4,61.785577
5.0,-5.169688,0,5,61.800173
5.0,-0.036506,0,5,61.817596
6.0,-1.887103,0,6,61.836311
5.0,-5.690557,0,5,61.85107
6.0,-4.699036,0,6,61.869042
6.0,-0.77545,0,6,61.887851
13.0,-2.136889,0,13,61.926749
5.0,-0.719245,0,5,61.942657
8.0,-1.285745,0,8,61.967885
4.0,-0.153626,0,4,61.982354
10.0,-7.595879,0,10,62.012364
5.0,-1.589302,0,5,62.027856
4.0,-1.580457,0,4,62.040702
4.0,-3.316569,0,4,62.052977
9.0,-2.141001,0,9,62.07988
5.0,-3.081689,0,5,62.095727
5.0,-1.836182,0,5,62.110661
4.0,-0.532884,0,4,62.123609
4.0,-0.576097,0,4,62.135754
4.0,-2.620774,0,4,62.148731
6.0,-1.184792,0,6,62.166748
6.0,-1.436419,0,6,62.184756
6.0,-1.801261,0,6,62.202666
4.0,-0.953875,0,4,62.214982
5.0,-1.87873,0,5,62.230027
4.0,-4.004957,0,4,62.242197
8.0,-0.926053,0,8,62.269015
5.0,-0.099238,0,5,62.286609
9.0,-0.515674,0,9,62.319571
6.0,-2.918833,0,6,62.338553
7.0,-2.596348,0,7,62.35955
7.0,-0.135235,0,7,62.384721
7.0,-7.452394,0,7,62.406217
6.0,-0.108908,0,6,62.427482
6.0,-0.236519,0,6,62.449585
6.0,-5.261465,0,6,62.468313
9.0,-0.15576,0,9,62.500572
4.0,-0.129054,0,4,62.515452
4.0,-0.858357,0,4,62.52832
6.0,-6.70568,0,6,62.546286
9.0,-1.734035,0,9,62.572985
6.0,-0.036649,0,6,62.595038
6.0,-1.148466,0,6,62.613693
5.0,-4.302142,0,5,62.632013
5.0,-4.807368,0,5,62.647987
6.0,-0.401792,0,6,62.669762
11.0,-5.295758,0,11,62.701964
4.0,-2.596657,0,4,62.713933
7.0,-5.43702,0,7,62.734383
9.0,-9.300252,0,9,62.760775
7.0,-0.128452,0,7,62.785272
9.0,-0.056893,0,9,62.817286
6.0,-2.255052,0,6,62.8358
5.0,-5.062371,0,5,62.850542
16.0,-0.26361,0,16,62.906806
5.0,-0.312595,0,5,62.924543
4.0,-0.709985,0,4,62.936518
5.0,-2.475429,0,5,62.951385
12.0,-3.853445,0,12,62.986647
6.0,-1.487485,0,6,63.00455
10.0,-4.793388,0,10,63.034114
4.0,-1.718243,0,4,63.046246
6.0,-0.033915,0,6,63.067271
4.0,-0.063197,0,4,63.08153
4.0,-2.116521,0,4,63.094244
5.0,-3.867865,0,5,63.109143
4.0,-0.215316,0,4,63.12294
7.0,-0.669478,0,7,63.147036
5.0,-0.156664,0,5,63.164482
7.0,-0.526806,0,7,63.187777
6.0,-3.673094,0,6,63.20608
4.0,-1.180445,0,4,63.218131
7.0,-0.612917,0,7,63.2424
6.0,-1.596015,0,6,63.260139
4.0,-0.481905,0,4,63.272177
4.0,-1.825542,0,4,63.285085
5.0,-0.674983,0,5,63.301616
7.0,-0.107261,0,7,63.326656
6.0,-0.852072,0,6,63.34602
13.0,-0.481043,0,13,63.392504
5.0,-2.107728,0,5,63.407598
7.0,-3.256373,0,7,63.428198
6.0,-0.038591,0,6,63.449412
6.0,-2.853863,0,6,63.468001
5.0,-4.308275,0,5,63.482987
19.0,-11.82408,0,19,63.541549
9.0,-0.887212,0,9,63.570806
5.0,-3.600929,0,5,63.586332
4.0,-0.146553,0,4,65.162061
7.0,-2.108187,0,7,65.182369
8.0,-6.717457,0,8,65.205471
8.0,-8.743026,0,8,65.229168
5.0,-0.271524,0,5,65.246851
8.0,-5.365692,0,8,65.271112
8.0,-5.06896,0,8,65.2975
9.0,-9.305792,0,9,65.32457
4.0,-1.37344,0,4,65.336775
4.0,-0.396656,0,4,65.349784
8.0,-0.069944,0,8,65.378369
7.0,-7.782083,0,7,65.399662
6.0,-0.110439,0,6,65.421117
12.0,-4.264646,0,12,65.45651
8.0,-0.12803,0,8,65.4852
8.0,-1.885389,0,8,65.509629
4.0,-2.139696,0,4,65.521548
7.0,-1.319638,0,7,65.542133
10.0,-0.089177,0,10,65.578141
8.0,-2.680821,0,8,65.602458
7.0,-0.427249,0,7,65.627384
4.0,-0.234251,0,4,65.642226
6.0,-4.440271,0,6,65.660846
4.0,-0.506086,0,4,65.673566
5.0,-2.002454,0,5,65.688541
5.0,-2.136048,0,5,65.703469
10.0,-0.077242,0,10,65.739421
16.0,-5.159051,0,16,65.786782
5.0,-0.34097,0,5,65.804213
7.0,-2.622242,0,7,65.825623
6.0,-0.929673,0,6,65.843332
9.0,-4.699246,0,9,65.870793
9.0,-0.970114,0,9,65.898878
8.0,-5.322629,0,8,65.923219
4.0,-1.597908,0,4,65.935357
5.0,-1.797135,0,5,65.950338
4.0,-0.016428,0,4,65.964591
20.0,-0.120637,0,20,66.035179
5.0,-1.578778,0,5,66.050859
5.0,-2.01637,0,5,66.065513
8.0,-8.166013,0,8,66.089234
6.0,-1.526361,0,6,66.107085
4.0,-0.030473,0,4,66.12091
18.0,-11.473606,0,18,66.18049
5.0,-4.615921,0,5,66.195519
4.0,-0.010094,0,4,66.209292
5.0,-3.632305,0,5,66.224662
5.0,-0.161212,0,5,66.241452
5.0,-2.048856,0,5,66.25698
4.0,-0.426659,0,4,66.269406
6.0,-3.842875,0,6,66.287694
8.0,-2.911648,0,8,66.311458
8.0,-2.340423,0,8,66.334986
7.0,-0.186134,0,7,66.360487
5.0,-2.174733,0,5,66.378757
4.0,-0.013478,0,4,66.393292
5.0,-3.420965,0,5,66.409814
8.0,-1.207121,0,8,66.435961
11.0,-3.647877,0,11,66.471654
9.0,-1.048662,0,9,66.502873
6.0,-3.357909,0,6,66.521288
4.0,-1.434744,0,4,66.534148
4.0,-0.228954,0,4,66.548025
9.0,-5.70266,0,9,66.574514
7.0,-1.076977,0,7,66.595785
8.0,-3.279156,0,8,66.619901
4.0,-0.945419,0,4,66.632038
8.0,-6.135207,0,8,66.655656
8.0,-5.06004,0,8,66.679376
5.0,-0.547043,0,5,66.694944
4.0,-0.465248,0,4,66.708555
5.0,-0.01959,0,5,66.725676
9.0,-5.491335,0,9,66.75279
4.0,-2.214041,0,4,66.764742
7.0,-0.40359,0,7,66.789065
4.0,-0.281124,0,4,66.803371
4.0,-3.570592,0,4,66.815308
4.0,-0.097167,0,4,66.829066
4.0,-1.754985,0,4,66.841496
8.0,-0.518765,0,8,66.869072
5.0,-0.458621,0,5,66.885744
7.0,-0.050863,0,7,66.910596
6.0,-2.418641,0,6,66.929024
9.0,-6.260242,0,9,66.955614
13.0,-3.596787,0,13,66.99482
7.0,-0.811044,0,7,67.016963
5.0,-0.102491,0,5,67.0349
4.0,-2.435068,0,4,67.047418
7.0,-3.461924,0,7,67.068016
5.0,-0.217276,0,5,67.085461
9.0,-0.734091,0,9,67.117168
16.0,-0.285802,0,16,67.173322
6.0,-3.134114,0,6,67.191163
10.0,-0.141248,0,10,67.226076
8.0,-5.014602,0,8,67.250774
6.0,-0.263758,0,6,67.271306
4.0,-2.508448,0,4,67.283204
5.0,-0.093441,0,5,67.300351
6.0,-4.287868,0,6,67.318749
5.0,-0.249767,0,5,67.336006
4.0,-0.515504,0,4,67.349181
9.0,-2.917043,0,9,67.375942
4.0,-0.014307,0,4,67.38992
9.0,-0.743929,0,9,67.421028
8.0,-3.684398,0,8,67.444932
4.0,-0.411222,0,4,67.457635
6.0,-2.099337,0,6,67.476333
11.0,-1.017706,0,11,67.511641
4.0,-0.510302,0,4,67.524877
7.0,-1.309439,0,7,67.545557
6.0,-2.919406,0,6,67.563483
4.0,-1.824892,0,4,67.575581
7.0,-0.04709,0,7,67.600081
5.0,-1.607691,0,5,67.615507
11.0,-6.500944,0,11,67.648188
4.0,-0.161904,0,4,67.662189
5.0,-0.556635,0,5,67.678326
6.0,-0.661473,0,6,67.69742
17.0,-10.706544,0,17,67.75011
6.0,-6.811717,0,6,67.769228
4.0,-0.701853,0,4,67.782223
5.0,-4.767262,0,5,67.797415
9.0,-1.800243,0,9,67.824299
6.0,-1.771344,0,6,67.842413
7.0,-2.80623,0,7,67.863251
5.0,-2.030677,0,5,67.878351
10.0,-0.063762,0,10,67.913124
5.0,-0.165434,0,5,67.931009
6.0,-0.033244,0,6,67.952175
9.0,-1.994681,0,9,67.979347
6.0,-3.914788,0,6,67.997384
11.0,-12.147854,0,11,68.029919
7.0,-0.907377,0,7,68.052099
18.0,-6.556482,0,18,68.105211
6.0,-5.211273,0,6,68.12327
6.0,-6.235618,0,6,68.141388
5.0,-0.041044,0,5,68.158602
4.0,-0.126929,0,4,68.172801
4.0,-1.880671,0,4,68.185438
6.0,-0.289754,0,6,68.206319
8.0,-0.048501,0,8,68.235037
6.0,-5.033117,0,6,68.253761
6.0,-2.991637,0,6,68.271481
7.0,-0.062757,0,7,68.295727
6.0,-0.240315,0,6,68.316853
4.0,-0.620784,0,4,68.329656
6.0,-4.267493,0,6,68.348083
5.0,-3.865177,0,5,69.875559
8.0,-2.214553,0,8,69.897937
11.0,-0.873018,0,11,69.935229
6.0,-0.209154,0,6,69.956911
10.0,-5.800683,0,10,69.98644
5.0,-1.437413,0,5,70.001455
4.0,-0.55962,0,4,70.01356
5.0,-1.262656,0,5,70.028721
5.0,-1.367369,0,5,70.043905
8.0,-3.976297,0,8,70.067779
10.0,-3.748165,0,10,70.097444
5.0,-0.026581,0,5,70.114897
4.0,-0.603526,0,4,70.127694
5.0,-0.148396,0,5,70.145262
6.0,-6.501508,0,6,70.163767
11.0,-5.088649,0,11,70.196219
5.0,-4.709691,0,5,70.211094
4.0,-1.809735,0,4,70.22331
8.0,-2.274522,0,8,70.246992
8.0,-0.810176,0,8,70.272055
6.0,-2.415629,0,6,70.29059
4.0,-0.282218,0,4,70.303845
5.0,-1.37714,0,5,70.319406
8.0,-0.186623,0,8,70.347102
13.0,-1.472867,0,13,70.391375
7.0,-3.86387,0,7,70.412007
9.0,-0.588967,0,9,70.443847
4.0,-0.28988,0,4,70.458129
15.0,-2.825388,0,15,70.502723
7.0,-0.562197,0,7,70.526122
5.0,-0.744588,0,5,70.542057
6.0,-1.052758,0,6,70.559251
6.0,-0.837685,0,6,70.579087
4.0,-3.599322,0,4,70.59098
8.0,-3.749915,0,8,70.614691
7.0,-2.390721,0,7,70.635659
5.0,-0.795273,0,5,70.650652
8.0,-0.331805,0,8,70.679784
11.0,-3.777965,0,11,70.712876
6.0,-4.76143,0,6,70.731285
9.0,-2.544405,0,9,70.758649
4.0,-1.015249,0,4,70.771486
8.0,-5.196648,0,8,70.795144
5.0,-4.204744,0,5,70.810123
5.0,-1.182471,0,5,70.825206
4.0,-1.496988,0,4,70.837357
6.0,-0.668536,0,6,70.85722
13.0,-8.652279,0,13,70.896885
7.0,-2.4227,0,7,70.917773
4.0,-2.07321,0,4,70.929847
4.0,-0.039222,0,4,70.943971
6.0,-1.121806,0,6,70.96263
12.0,-1.100298,0,12,71.000399
6.0,-3.287208,0,6,71.018777
10.0,-5.438356,0,10,71.048252
5.0,-0.427533,0,5,71.065737
4.0,-2.827793,0,4,71.077772
5.0,-1.176434,0,5,71.092477
9.0,-5.496938,0,9,71.11917
4.0,-0.130329,0,4,71.133134
5.0,-1.361623,0,5,71.148644
12.0,-0.076784,0,12,71.19103
10.0,-5.521867,0,10,71.220923
5.0,-0.261073,0,5,71.238639
10.0,-0.908094,0,10,71.273977
6.0,-5.157218,0,6,71.291714
9.0,-1.874047,0,9,71.318382
7.0,-7.401529,0,7,71.33918
5.0,-5.584571,0,5,71.354083
5.0,-2.449908,0,5,71.369251
4.0,-0.627995,0,4,71.381389
13.0,-0.100985,0,13,71.427863
5.0,-2.571306,0,5,71.443455
5.0,-0.965411,0,5,71.458134
11.0,-4.754254,0,11,71.490721
8.0,-0.210269,0,8,71.51863
13.0,-0.432066,0,13,71.564884
4.0,-0.664805,0,4,71.577503
4.0,-1.022831,0,4,71.589588
5.0,-2.128583,0,5,71.604483
6.0,-0.073176,0,6,71.625489
5.0,-5.015283,0,5,71.640989
6.0,-3.754419,0,6,71.658855
4.0,-0.029846,0,4,71.676991
7.0,-0.052293,0,7,71.701363
13.0,-8.38258,0,13,71.739829
9.0,-0.762222,0,9,71.769551
17.0,-16.335035,0,17,71.819782
10.0,-1.232795,0,10,71.850999
5.0,-0.300394,0,5,71.868547
4.0,-0.216127,0,4,71.88307
7.0,-0.557263,0,7,71.90899
9.0,-2.109125,0,9,71.936522
5.0,-0.36488,0,5,71.953705
4.0,-0.055579,0,4,71.96737
6.0,-2.405909,0,6,71.98594
4.0,-2.401604,0,4,71.998097
8.0,-0.083547,0,8,72.026182
4.0,-0.304617,0,4,72.039991
6.0,-2.217291,0,6,72.058462
4.0,-0.566438,0,4,72.070419
9.0,-6.247647,0,9,72.099898
5.0,-1.126479,0,5,72.115877
5.0,-5.88612,0,5,72.130821
7.0,-3.403435,0,7,72.15155
6.0,-6.008112,0,6,72.169581
4.0,-3.407594,0,4,72.181473
11.0,-2.900151,0,11,72.215179
8.0,-0.469006,0,8,72.242846
6.0,-0.922589,0,6,72.260817
6.0,-0.645876,0,6,72.279669
7.0,-0.226397,0,7,72.304382
15.0,-5.379058,0,15,72.348206
6.0,-0.59445,0,6,72.367475
8.0,-0.810928,0,8,72.392497
6.0,-4.696198,0,6,72.410912
