# {"t_start": 1562379674.2381608, "env_id": "InvertedPendulumGP-v2"} 
r,c,violation,l,t
6.0,-4.232766,0,6,125.534205
9.0,-2.64165,0,9,125.561521
9.0,-0.838076,0,9,125.590907
6.0,-4.461338,0,6,125.609335
6.0,-1.318652,0,6,125.627351
8.0,-3.379327,0,8,125.651718
8.0,-3.837981,0,8,125.676178
7.0,-6.152039,0,7,125.697298
4.0,-3.682978,0,4,125.709567
5.0,-0.251229,0,5,125.727416
4.0,-0.963353,0,4,125.740479
4.0,-0.237167,0,4,125.754385
9.0,-3.383441,0,9,125.781534
10.0,-6.590832,0,10,125.811892
5.0,-0.179926,0,5,125.829685
9.0,-0.414086,0,9,125.862633
5.0,-0.03469,0,5,125.880312
5.0,-0.137118,0,5,125.898772
4.0,-0.355513,0,4,125.912131
5.0,-3.32061,0,5,125.928231
7.0,-0.093462,0,7,125.952665
8.0,-0.094649,0,8,125.981374
6.0,-0.539911,0,6,126.001548
6.0,-0.251292,0,6,126.023024
14.0,-6.257514,0,14,126.065979
10.0,-3.316977,0,10,126.096383
6.0,-0.513845,0,6,126.117256
5.0,-2.536741,0,5,126.134577
4.0,-0.681498,0,4,126.147356
4.0,-0.98413,0,4,126.16031
4.0,-0.433336,0,4,126.172574
8.0,-0.704555,0,8,126.199286
5.0,-2.258355,0,5,126.215391
20.0,-2.209127,0,20,126.281033
11.0,-1.865073,0,11,126.314356
5.0,-5.540037,0,5,126.329807
5.0,-3.972916,0,5,126.34511
5.0,-2.864513,0,5,126.360495
4.0,-0.606629,0,4,126.372844
6.0,-3.012524,0,6,127.784841
7.0,-6.085729,0,7,127.804904
9.0,-2.142919,0,9,127.832033
4.0,-3.3874,0,4,127.844404
5.0,-0.020085,0,5,127.862293
6.0,-0.859756,0,6,127.881195
11.0,-8.69433,0,11,127.915599
4.0,-4.408211,0,4,127.928081
4.0,-0.043189,0,4,127.942514
15.0,-10.36779,0,15,127.988309
6.0,-0.269117,0,6,128.009701
6.0,-2.107105,0,6,128.028669
6.0,-3.621475,0,6,128.04675
4.0,-1.090526,0,4,128.059304
4.0,-1.344398,0,4,128.071679
5.0,-0.376613,0,5,128.089502
8.0,-8.051958,0,8,128.113563
4.0,-0.02699,0,4,128.128166
12.0,-3.089905,0,12,128.164665
13.0,-9.64043,0,13,128.204183
9.0,-8.294988,0,9,128.231612
8.0,-0.028292,0,8,128.260942
8.0,-2.067253,0,8,128.286063
4.0,-4.259168,0,4,128.298349
12.0,-0.803367,0,12,128.341463
6.0,-0.021321,0,6,128.363916
5.0,-2.234971,0,5,128.379829
6.0,-4.355127,0,6,128.397853
4.0,-2.773759,0,4,128.410179
6.0,-2.502249,0,6,128.428506
7.0,-2.130684,0,7,128.449891
9.0,-0.082862,0,9,128.481863
5.0,-1.036506,0,5,128.497579
6.0,-5.113346,0,6,128.515981
6.0,-0.920868,0,6,128.535489
5.0,-2.444542,0,5,128.550828
4.0,-4.635096,0,4,128.563246
5.0,-0.505969,0,5,128.579097
5.0,-4.92055,0,5,128.594706
6.0,-1.395783,0,6,128.613065
6.0,-4.336079,0,6,128.631462
7.0,-0.83644,0,7,128.653513
4.0,-2.086366,0,4,128.666535
6.0,-1.23326,0,6,128.68471
5.0,-0.760977,0,5,128.700121
6.0,-4.933669,0,6,128.718834
6.0,-4.692384,0,6,128.73729
6.0,-0.714044,0,6,128.756256
6.0,-3.794117,0,6,128.778075
5.0,-4.267546,0,5,128.794135
12.0,-6.688934,0,12,128.829961
4.0,-3.071676,0,4,128.842395
5.0,-0.218938,0,5,128.860113
6.0,-0.417784,0,6,128.883114
7.0,-0.529736,0,7,128.909301
6.0,-3.988817,0,6,128.927171
8.0,-5.317389,0,8,128.951195
6.0,-4.456578,0,6,128.969458
4.0,-0.036143,0,4,128.983535
5.0,-3.306054,0,5,128.999144
5.0,-3.093295,0,5,129.014056
8.0,-0.193744,0,8,129.042118
4.0,-0.075136,0,4,129.056563
4.0,-2.676721,0,4,129.069235
5.0,-0.126071,0,5,129.08648
4.0,-1.99677,0,4,129.099114
4.0,-0.808962,0,4,129.111688
6.0,-0.300151,0,6,129.133436
4.0,-1.096313,0,4,129.146366
8.0,-1.644047,0,8,129.169705
6.0,-2.523492,0,6,129.187356
8.0,-0.608498,0,8,129.212656
4.0,-0.012747,0,4,129.226547
5.0,-3.797143,0,5,129.242054
4.0,-0.379194,0,4,129.255298
6.0,-0.953201,0,6,129.273158
4.0,-3.312762,0,4,129.28578
5.0,-0.24414,0,5,129.303226
4.0,-3.378244,0,4,129.316047
4.0,-0.822599,0,4,129.32825
7.0,-0.821708,0,7,129.35171
8.0,-0.926718,0,8,129.376504
14.0,-0.532777,0,14,129.426559
7.0,-0.117958,0,7,129.450883
14.0,-0.36585,0,14,129.500111
4.0,-0.167028,0,4,129.513941
8.0,-2.248924,0,8,129.538239
8.0,-2.253973,0,8,129.562569
5.0,-1.659449,0,5,129.577889
4.0,-0.160392,0,4,129.591847
8.0,-0.190789,0,8,129.620249
8.0,-5.236997,0,8,129.644698
8.0,-5.436597,0,8,129.668762
6.0,-0.84656,0,6,129.688183
5.0,-1.35203,0,5,129.703444
7.0,-4.468428,0,7,129.724624
8.0,-0.895187,0,8,129.750082
8.0,-1.580543,0,8,129.774885
6.0,-0.31232,0,6,129.796294
4.0,-1.286749,0,4,129.809411
7.0,-5.189288,0,7,129.830552
12.0,-6.949617,0,12,129.866811
5.0,-1.140975,0,5,129.882295
6.0,-1.742598,0,6,129.90042
5.0,-1.762864,0,5,129.915751
9.0,-9.338623,0,9,129.942879
4.0,-0.168031,0,4,129.956894
6.0,-0.400071,0,6,129.977741
7.0,-0.03754,0,7,130.002516
9.0,-0.135982,0,9,130.034403
6.0,-0.223278,0,6,130.055453
10.0,-7.932526,0,10,130.085647
5.0,-0.487349,0,5,130.102441
4.0,-0.022582,0,4,130.116186
20.0,-22.303126,0,20,130.176865
6.0,-0.311008,0,6,130.199179
4.0,-0.011282,0,4,130.214528
6.0,-0.031539,0,6,130.237655
7.0,-2.103754,0,7,130.259382
9.0,-5.350505,0,9,130.286479
8.0,-0.12197,0,8,130.314341
6.0,-1.088644,0,6,130.33301
8.0,-1.791775,0,8,130.357408
4.0,-2.325512,0,4,130.369857
6.0,-2.52344,0,6,130.388278
4.0,-0.016707,0,4,130.40224
5.0,-1.341789,0,5,130.418044
5.0,-0.420892,0,5,130.43405
4.0,-2.743397,0,4,130.446495
9.0,-1.184467,0,9,130.47558
4.0,-3.446135,0,4,130.487968
9.0,-0.199951,0,9,130.520107
6.0,-0.787436,0,6,130.539306
7.0,-0.077048,0,7,130.564481
5.0,-2.680479,0,5,130.580048
17.0,-12.42162,0,17,130.631382
7.0,-4.733187,0,7,130.65276
8.0,-2.922862,0,8,130.677047
4.0,-0.232314,0,4,130.691049
4.0,-2.779999,0,4,130.703523
7.0,-1.259,0,7,130.724606
4.0,-3.951128,0,4,130.736958
9.0,-1.199183,0,9,130.766193
10.0,-9.847733,0,10,130.796301
14.0,-1.300306,0,14,130.844952
9.0,-2.829634,0,9,130.872053
5.0,-0.863306,0,5,130.88743
5.0,-4.403365,0,5,130.903436
6.0,-0.945693,0,6,130.921766
9.0,-0.437155,0,9,130.955594
4.0,-0.478977,0,4,130.967527
4.0,-0.011477,0,4,130.981992
8.0,-0.314497,0,8,132.626506
6.0,-6.13419,0,6,132.645579
4.0,-0.509326,0,4,132.658329
6.0,-2.032171,0,6,132.676932
6.0,-0.057687,0,6,132.69813
9.0,-3.484842,0,9,132.726109
7.0,-4.321919,0,7,132.747609
13.0,-1.8498,0,13,132.789351
11.0,-2.224154,0,11,132.823716
4.0,-0.007854,0,4,132.838205
5.0,-0.365615,0,5,132.856324
4.0,-0.115256,0,4,132.870672
7.0,-5.364001,0,7,132.89256
4.0,-0.031722,0,4,132.906835
5.0,-2.872469,0,5,132.922714
5.0,-0.776245,0,5,132.938
4.0,-0.519146,0,4,132.951454
4.0,-0.345486,0,4,132.966251
5.0,-3.471713,0,5,132.981628
4.0,-2.835984,0,4,132.993641
11.0,-0.616114,0,11,133.033658
6.0,-0.718049,0,6,133.054776
8.0,-0.1142,0,8,133.083982
7.0,-3.986957,0,7,133.106128
9.0,-0.077572,0,9,133.138905
6.0,-0.045652,0,6,133.161456
4.0,-0.675609,0,4,133.175094
7.0,-2.963341,0,7,133.196653
5.0,-2.020562,0,5,133.211199
5.0,-3.312866,0,5,133.226206
4.0,-2.587759,0,4,133.238608
4.0,-0.208467,0,4,133.253595
5.0,-0.023771,0,5,133.272287
6.0,-5.226681,0,6,133.291143
4.0,-0.331678,0,4,133.304965
10.0,-0.538736,0,10,133.341873
7.0,-1.54609,0,7,133.363967
5.0,-0.082488,0,5,133.381959
7.0,-0.238821,0,7,133.407727
18.0,-0.850175,0,18,133.473935
6.0,-0.589829,0,6,133.494508
5.0,-5.032713,0,5,133.510381
5.0,-0.236479,0,5,133.528354
11.0,-2.879461,0,11,133.561235
6.0,-2.857222,0,6,133.579756
4.0,-2.675692,0,4,133.592241
9.0,-4.196591,0,9,133.61963
13.0,-0.078696,0,13,133.666402
4.0,-3.919279,0,4,133.6793
5.0,-0.282011,0,5,133.696947
7.0,-2.983184,0,7,133.718583
5.0,-2.481175,0,5,133.733928
4.0,-0.144358,0,4,133.748309
10.0,-0.084633,0,10,133.784584
6.0,-5.265212,0,6,133.803561
6.0,-2.694306,0,6,133.821731
12.0,-8.596191,0,12,133.85823
6.0,-4.863361,0,6,133.876585
5.0,-2.282744,0,5,133.892121
5.0,-3.005508,0,5,133.907502
4.0,-0.24671,0,4,133.921727
6.0,-0.039718,0,6,133.943461
8.0,-4.377737,0,8,133.968119
4.0,-2.135352,0,4,133.980321
4.0,-0.354794,0,4,133.994615
9.0,-3.037165,0,9,134.021509
4.0,-3.099067,0,4,134.034083
9.0,-7.056776,0,9,134.061346
5.0,-0.041938,0,5,134.078958
4.0,-0.058142,0,4,134.093224
8.0,-5.567752,0,8,134.118004
15.0,-7.419076,0,15,134.163476
6.0,-0.974494,0,6,134.181786
4.0,-0.716057,0,4,134.194907
8.0,-0.292057,0,8,134.223233
5.0,-0.274222,0,5,134.240814
4.0,-1.632213,0,4,134.253473
9.0,-0.796749,0,9,134.285101
7.0,-0.185274,0,7,134.309822
10.0,-8.962727,0,10,134.340578
10.0,-2.705198,0,10,134.370995
4.0,-0.662272,0,4,134.383125
8.0,-0.677538,0,8,134.409986
15.0,-5.67081,0,15,134.455669
4.0,-2.688912,0,4,134.468026
4.0,-0.253071,0,4,134.482342
5.0,-2.555622,0,5,134.497843
5.0,-3.690143,0,5,134.513052
8.0,-2.748106,0,8,134.538271
5.0,-0.136073,0,5,134.556381
4.0,-0.173749,0,4,134.57111
10.0,-0.141145,0,10,134.608079
11.0,-2.998608,0,11,134.641699
4.0,-0.340001,0,4,134.655882
5.0,-0.021712,0,5,134.673773
8.0,-8.600344,0,8,134.69874
4.0,-0.124699,0,4,134.712669
7.0,-2.281663,0,7,134.733833
10.0,-2.082767,0,10,134.763767
5.0,-1.118919,0,5,134.779363
7.0,-6.915074,0,7,134.800821
6.0,-0.31236,0,6,134.821932
7.0,-0.975271,0,7,134.845196
4.0,-0.407364,0,4,134.858705
5.0,-4.10789,0,5,134.87402
9.0,-2.428046,0,9,134.901172
6.0,-0.139247,0,6,134.922559
6.0,-0.220023,0,6,134.944839
4.0,-2.823964,0,4,134.957622
5.0,-0.138421,0,5,134.975094
6.0,-0.745509,0,6,134.995567
6.0,-0.411977,0,6,135.016323
4.0,-0.597052,0,4,135.029469
6.0,-0.029446,0,6,135.051414
7.0,-0.731289,0,7,135.074406
10.0,-5.054082,0,10,135.105267
5.0,-0.034645,0,5,135.12314
5.0,-5.437139,0,5,135.139097
6.0,-1.501877,0,6,135.15743
7.0,-0.136742,0,7,135.182493
8.0,-4.04366,0,8,135.207442
6.0,-4.216689,0,6,135.225871
4.0,-0.209907,0,4,135.240509
7.0,-1.474039,0,7,135.262397
8.0,-2.771715,0,8,135.286724
5.0,-0.525553,0,5,135.304082
8.0,-0.856712,0,8,135.329679
5.0,-0.981638,0,5,135.345147
5.0,-4.37786,0,5,135.360387
7.0,-0.547836,0,7,135.385544
8.0,-1.003561,0,8,135.410356
6.0,-0.267263,0,6,135.431901
7.0,-0.738162,0,7,135.454396
7.0,-1.152232,0,7,135.475384
5.0,-5.366378,0,5,135.490042
8.0,-3.913845,0,8,135.513631
5.0,-4.073878,0,5,135.528574
5.0,-0.341468,0,5,135.546076
5.0,-0.512203,0,5,135.563568
5.0,-0.868649,0,5,135.578537
8.0,-3.469018,0,8,135.60201
9.0,-0.63532,0,9,135.633508
6.0,-1.883175,0,6,135.651888
5.0,-3.778021,0,5,135.666577
5.0,-1.570704,0,5,135.681452
4.0,-0.405985,0,4,135.694649
10.0,-0.301605,0,10,135.729337
6.0,-1.488878,0,6,135.747638
12.0,-2.435505,0,12,135.782737
4.0,-0.813029,0,4,135.794577
4.0,-0.568466,0,4,135.806574
5.0,-0.988623,0,5,135.821676
4.0,-0.14098,0,4,135.835326
11.0,-0.332264,0,11,135.873433
14.0,-1.251876,0,14,137.585897
6.0,-6.354566,0,6,137.604404
12.0,-3.762323,0,12,137.639915
4.0,-1.065829,0,4,137.651967
7.0,-1.69215,0,7,137.673019
9.0,-3.776691,0,9,137.699874
5.0,-0.063593,0,5,137.717542
4.0,-2.336904,0,4,137.730194
5.0,-4.864127,0,5,137.745319
4.0,-1.420789,0,4,137.75739
4.0,-0.864511,0,4,137.769559
7.0,-0.463757,0,7,137.794457
8.0,-8.062979,0,8,137.81907
8.0,-0.521871,0,8,137.846191
5.0,-2.738622,0,5,137.862011
5.0,-0.163355,0,5,137.880111
7.0,-2.366136,0,7,137.901355
10.0,-6.350891,0,10,137.930856
7.0,-0.408772,0,7,137.955783
8.0,-4.841336,0,8,137.97918
7.0,-0.551917,0,7,138.003361
4.0,-0.391049,0,4,138.016339
5.0,-0.322035,0,5,138.034186
9.0,-6.661497,0,9,138.061414
10.0,-10.537894,0,10,138.092074
8.0,-2.293406,0,8,138.116373
5.0,-0.130417,0,5,138.1342
6.0,-1.890264,0,6,138.152569
18.0,-1.774486,0,18,138.214799
12.0,-1.389837,0,12,138.255091
9.0,-5.309785,0,9,138.280982
8.0,-1.879876,0,8,138.304214
4.0,-1.860336,0,4,138.316232
5.0,-2.184221,0,5,138.331195
8.0,-3.828324,0,8,138.354937
5.0,-0.126051,0,5,138.372487
6.0,-0.397368,0,6,138.393636
7.0,-0.063839,0,7,138.418626
5.0,-2.097551,0,5,138.43417
4.0,-0.029004,0,4,138.447875
4.0,-0.155014,0,4,138.462153
5.0,-1.066519,0,5,138.477509
8.0,-0.273944,0,8,138.505174
5.0,-1.988674,0,5,138.520956
4.0,-0.381316,0,4,138.534606
4.0,-0.384749,0,4,138.547632
7.0,-3.161916,0,7,138.568229
9.0,-0.619453,0,9,138.599165
6.0,-4.254164,0,6,138.61691
6.0,-0.075157,0,6,138.637473
5.0,-1.233864,0,5,138.653111
5.0,-0.186845,0,5,138.670473
5.0,-3.87572,0,5,138.685911
5.0,-0.022128,0,5,138.703224
4.0,-0.178638,0,4,138.717638
4.0,-1.274009,0,4,138.730253
4.0,-4.487728,0,4,138.742159
11.0,-6.150696,0,11,138.774624
5.0,-0.569849,0,5,138.790159
7.0,-0.044497,0,7,138.815232
4.0,-0.046081,0,4,138.829985
7.0,-4.933172,0,7,138.853474
13.0,-0.582367,0,13,138.901971
8.0,-0.102456,0,8,138.930082
4.0,-0.108053,0,4,138.944736
4.0,-3.218526,0,4,138.957525
10.0,-0.044264,0,10,138.992642
10.0,-3.097628,0,10,139.022793
12.0,-7.814435,0,12,139.05846
5.0,-3.694232,0,5,139.07347
4.0,-0.11532,0,4,139.087535
4.0,-2.326277,0,4,139.100142
4.0,-0.651196,0,4,139.111954
4.0,-3.322842,0,4,139.123903
7.0,-2.81422,0,7,139.144795
16.0,-0.917095,0,16,139.200444
6.0,-0.138414,0,6,139.221755
10.0,-7.293106,0,10,139.252584
5.0,-0.956414,0,5,139.267511
5.0,-5.429449,0,5,139.281919
8.0,-0.55489,0,8,139.30892
10.0,-0.290322,0,10,139.34463
4.0,-0.154638,0,4,139.359101
5.0,-4.306908,0,5,139.374896
7.0,-0.513019,0,7,139.402807
4.0,-0.363428,0,4,139.416549
5.0,-0.286763,0,5,139.434104
13.0,-2.08498,0,13,139.473672
5.0,-0.038108,0,5,139.491587
5.0,-0.543771,0,5,139.508637
11.0,-4.04649,0,11,139.541112
4.0,-1.122745,0,4,139.553102
7.0,-1.943166,0,7,139.57381
11.0,-2.816468,0,11,139.606318
6.0,-0.489225,0,6,139.62607
9.0,-0.125375,0,9,139.657889
5.0,-1.124381,0,5,139.673512
6.0,-0.02948,0,6,139.694111
5.0,-0.689016,0,5,139.709391
5.0,-0.218499,0,5,139.727009
5.0,-0.039982,0,5,139.74455
7.0,-0.655698,0,7,139.76735
6.0,-0.047327,0,6,139.788337
8.0,-4.182229,0,8,139.8125
5.0,-5.213689,0,5,139.82756
5.0,-0.19665,0,5,139.844559
6.0,-1.576949,0,6,139.862757
8.0,-0.895627,0,8,139.887587
4.0,-1.100529,0,4,139.900168
5.0,-4.942827,0,5,139.914851
5.0,-3.85472,0,5,139.929811
7.0,-0.160962,0,7,139.953563
5.0,-0.097009,0,5,139.971436
4.0,-0.054946,0,4,139.985509
8.0,-3.820217,0,8,140.009744
4.0,-2.186104,0,4,140.021614
4.0,-4.177766,0,4,140.033605
6.0,-0.794819,0,6,140.052254
8.0,-0.046865,0,8,140.079907
14.0,-0.954287,0,14,140.129206
5.0,-5.302071,0,5,140.144047
11.0,-0.397924,0,11,140.182052
9.0,-0.121555,0,9,140.213638
18.0,-0.827065,0,18,140.275626
4.0,-0.03654,0,4,140.289823
5.0,-0.648383,0,5,140.305121
6.0,-0.660359,0,6,140.324033
5.0,-0.605983,0,5,140.340149
5.0,-4.024897,0,5,140.354879
6.0,-0.671882,0,6,140.37314
4.0,-2.002353,0,4,140.389127
5.0,-0.024454,0,5,140.406196
5.0,-0.261026,0,5,140.42346
6.0,-1.085317,0,6,140.441702
8.0,-1.761889,0,8,140.465745
6.0,-1.631903,0,6,140.483695
5.0,-0.128875,0,5,140.500854
4.0,-0.27695,0,4,140.516302
5.0,-0.133557,0,5,140.533194
12.0,-4.792232,0,12,140.568913
13.0,-5.464238,0,13,140.607331
4.0,-3.745089,0,4,140.619331
5.0,-5.372247,0,5,140.634326
6.0,-2.853071,0,6,140.652101
5.0,-2.975805,0,5,140.667082
6.0,-1.438476,0,6,140.684946
5.0,-3.454058,0,5,140.700001
5.0,-4.702535,0,5,140.71492
18.0,-11.376749,0,18,140.768326
5.0,-0.989876,0,5,140.7833
5.0,-0.63207,0,5,142.480372
4.0,-3.033892,0,4,142.492074
5.0,-2.482139,0,5,142.506864
6.0,-1.776589,0,6,142.524729
7.0,-6.489933,0,7,142.545473
15.0,-14.250487,0,15,142.589521
11.0,-7.370902,0,11,142.621773
11.0,-3.417405,0,11,142.654252
9.0,-2.508268,0,9,142.681001
5.0,-0.290599,0,5,142.698092
8.0,-0.648953,0,8,142.726113
7.0,-0.051382,0,7,142.751242
6.0,-1.633189,0,6,142.769632
6.0,-1.866057,0,6,142.78739
5.0,-5.076553,0,5,142.802288
4.0,-0.245157,0,4,142.815995
8.0,-3.553749,0,8,142.839314
6.0,-0.19948,0,6,142.859841
9.0,-2.653575,0,9,142.886963
5.0,-0.902585,0,5,142.901873
5.0,-1.289597,0,5,142.916766
5.0,-0.120692,0,5,142.934238
4.0,-2.038504,0,4,142.946805
4.0,-3.481458,0,4,142.958709
6.0,-0.251018,0,6,142.979537
4.0,-0.79217,0,4,142.991622
5.0,-0.214103,0,5,143.009148
4.0,-0.11853,0,4,143.023415
4.0,-0.893086,0,4,143.035987
4.0,-0.081249,0,4,143.050286
5.0,-5.575767,0,5,143.065827
5.0,-0.266945,0,5,143.082807
10.0,-2.249166,0,10,143.112414
11.0,-1.786926,0,11,143.145151
6.0,-1.482149,0,6,143.16293
5.0,-0.028567,0,5,143.180164
7.0,-0.05986,0,7,143.206926
4.0,-2.137443,0,4,143.224021
11.0,-9.453558,0,11,143.255359
7.0,-1.860176,0,7,143.274364
9.0,-7.700096,0,9,143.30137
4.0,-0.012524,0,4,143.315645
4.0,-0.359757,0,4,143.328709
5.0,-0.027077,0,5,143.346653
4.0,-0.984966,0,4,143.359109
9.0,-2.965493,0,9,143.385344
9.0,-1.827932,0,9,143.41207
5.0,-1.450976,0,5,143.427053
4.0,-0.622408,0,4,143.439101
6.0,-1.822041,0,6,143.457191
4.0,-2.142231,0,4,143.469347
4.0,-0.133485,0,4,143.483299
16.0,-3.084033,0,16,143.532144
9.0,-0.302695,0,9,143.564741
5.0,-5.03282,0,5,143.5798
13.0,-4.812711,0,13,143.6181
5.0,-2.267936,0,5,143.633112
5.0,-5.295134,0,5,143.648225
5.0,-0.068865,0,5,143.665753
10.0,-6.691379,0,10,143.696161
9.0,-0.440329,0,9,143.72788
4.0,-0.500703,0,4,143.74083
10.0,-7.167437,0,10,143.770583
4.0,-0.137053,0,4,143.784952
6.0,-1.600833,0,6,143.803156
7.0,-1.300742,0,7,143.823834
5.0,-0.529921,0,5,143.840345
8.0,-4.011394,0,8,143.864665
4.0,-0.264149,0,4,143.878887
9.0,-4.280733,0,9,143.906017
7.0,-0.979575,0,7,143.927481
5.0,-0.634327,0,5,143.943881
7.0,-1.511344,0,7,143.964362
6.0,-1.086071,0,6,143.982308
7.0,-3.721452,0,7,144.00313
7.0,-4.087641,0,7,144.024151
9.0,-8.8972,0,9,144.050731
4.0,-2.195076,0,4,144.062852
5.0,-0.10438,0,5,144.080942
5.0,-0.767966,0,5,144.096854
6.0,-0.144402,0,6,144.117866
5.0,-0.101427,0,5,144.135999
7.0,-6.180096,0,7,144.157657
4.0,-0.645966,0,4,144.169708
8.0,-4.22957,0,8,144.193588
4.0,-2.427798,0,4,144.205711
8.0,-1.224812,0,8,144.230896
5.0,-0.20646,0,5,144.248733
6.0,-1.790782,0,6,144.267038
11.0,-0.803266,0,11,144.304978
6.0,-1.182189,0,6,144.322875
4.0,-0.787539,0,4,144.335883
4.0,-1.554616,0,4,144.347898
5.0,-3.59536,0,5,144.362931
7.0,-1.3727,0,7,144.383685
6.0,-0.408029,0,6,144.404961
8.0,-0.188531,0,8,144.433392
5.0,-2.888505,0,5,144.44942
5.0,-0.648695,0,5,144.464269
12.0,-4.420145,0,12,144.500562
4.0,-1.885037,0,4,144.512711
11.0,-5.287575,0,11,144.545376
4.0,-2.769314,0,4,144.557602
5.0,-2.716129,0,5,144.572698
4.0,-2.411254,0,4,144.584942
6.0,-0.028781,0,6,144.606075
6.0,-6.524876,0,6,144.624777
6.0,-0.170859,0,6,144.645493
4.0,-2.300611,0,4,144.658119
6.0,-0.046468,0,6,144.678984
6.0,-4.116091,0,6,144.699824
4.0,-1.624518,0,4,144.711941
13.0,-5.510376,0,13,144.750949
4.0,-2.529488,0,4,144.763142
10.0,-0.412026,0,10,144.79728
9.0,-6.70406,0,9,144.82467
7.0,-5.582465,0,7,144.845696
6.0,-2.508676,0,6,144.863757
6.0,-0.312018,0,6,144.884174
4.0,-0.175897,0,4,144.897551
5.0,-0.974597,0,5,144.913058
9.0,-3.94746,0,9,144.939725
8.0,-0.723423,0,8,144.966585
5.0,-0.90825,0,5,144.981669
5.0,-0.649474,0,5,144.996773
6.0,-0.421937,0,6,145.016928
4.0,-0.725341,0,4,145.029506
9.0,-5.255889,0,9,145.056446
9.0,-4.461401,0,9,145.083341
5.0,-1.985749,0,5,145.098574
4.0,-1.994325,0,4,145.110735
5.0,-1.450597,0,5,145.125957
6.0,-2.091023,0,6,145.144134
7.0,-8.040624,0,7,145.16507
6.0,-0.039366,0,6,145.185827
4.0,-1.117135,0,4,145.198913
4.0,-2.129655,0,4,145.21138
14.0,-10.337644,0,14,145.250687
4.0,-0.572564,0,4,145.262698
5.0,-0.091409,0,5,145.279665
8.0,-4.874003,0,8,145.303894
4.0,-0.057783,0,4,145.317652
6.0,-3.892931,0,6,145.336443
6.0,-3.655539,0,6,145.35505
4.0,-1.963307,0,4,145.367212
5.0,-0.02773,0,5,145.384487
8.0,-1.480987,0,8,145.408675
8.0,-2.58593,0,8,145.432398
4.0,-1.936693,0,4,145.444694
4.0,-0.011552,0,4,145.458482
6.0,-2.463865,0,6,145.477068
5.0,-4.343667,0,5,145.491872
4.0,-1.489456,0,4,145.50397
8.0,-3.694492,0,8,145.527949
4.0,-0.508964,0,4,145.5409
4.0,-3.149618,0,4,145.552876
16.0,-14.571265,0,16,145.600102
6.0,-0.345306,0,6,147.216052
6.0,-6.933771,0,6,147.232147
9.0,-1.120313,0,9,147.25686
6.0,-1.297508,0,6,147.272295
7.0,-2.372679,0,7,147.290556
4.0,-0.871907,0,4,147.301896
5.0,-0.545987,0,5,147.318693
6.0,-3.296769,0,6,147.337214
4.0,-0.700853,0,4,147.350292
11.0,-7.652211,0,11,147.385496
4.0,-2.146536,0,4,147.397563
5.0,-2.292444,0,5,147.412429
6.0,-0.191011,0,6,147.433835
5.0,-0.313143,0,5,147.45247
6.0,-0.64518,0,6,147.472719
6.0,-6.506896,0,6,147.49039
9.0,-3.457876,0,9,147.517102
7.0,-0.229666,0,7,147.541971
10.0,-2.917945,0,10,147.572337
9.0,-9.729497,0,9,147.59898
5.0,-3.99348,0,5,147.614017
6.0,-0.094067,0,6,147.636252
14.0,-0.134274,0,14,147.686571
4.0,-0.006743,0,4,147.701226
7.0,-5.887822,0,7,147.722739
10.0,-3.628134,0,10,147.752406
7.0,-4.253415,0,7,147.77322
17.0,-2.941633,0,17,147.824579
4.0,-2.091239,0,4,147.837385
4.0,-1.978874,0,4,147.849331
4.0,-0.305068,0,4,147.862953
6.0,-2.882492,0,6,147.881527
4.0,-0.52371,0,4,147.893699
6.0,-1.769253,0,6,147.911511
5.0,-1.701027,0,5,147.926595
7.0,-0.186604,0,7,147.951247
5.0,-1.370663,0,5,147.966705
4.0,-2.437609,0,4,147.97854
4.0,-1.222115,0,4,147.99049
5.0,-4.902493,0,5,148.005512
9.0,-2.155468,0,9,148.032103
13.0,-0.124449,0,13,148.077472
5.0,-0.650413,0,5,148.093704
5.0,-3.640863,0,5,148.108602
5.0,-1.41295,0,5,148.123546
4.0,-1.954193,0,4,148.13579
7.0,-0.042191,0,7,148.160404
6.0,-1.925622,0,6,148.179052
6.0,-2.87149,0,6,148.196891
6.0,-0.688414,0,6,148.215372
4.0,-0.23278,0,4,148.229321
7.0,-0.215184,0,7,148.254
6.0,-1.065465,0,6,148.272609
5.0,-0.691016,0,5,148.28767
14.0,-5.904232,0,14,148.329622
5.0,-1.890676,0,5,148.344779
8.0,-0.23315,0,8,148.371552
7.0,-2.222664,0,7,148.392985
7.0,-0.086608,0,7,148.416943
4.0,-0.295246,0,4,148.43049
5.0,-4.136985,0,5,148.445944
5.0,-1.13365,0,5,148.460946
6.0,-1.430308,0,6,148.478502
4.0,-0.606942,0,4,148.490696
7.0,-0.566289,0,7,148.513067
4.0,-0.898324,0,4,148.52543
8.0,-4.976862,0,8,148.548855
6.0,-3.39093,0,6,148.566631
14.0,-3.023969,0,14,148.608174
7.0,-4.710344,0,7,148.629844
6.0,-4.133233,0,6,148.648152
4.0,-0.148645,0,4,148.661903
6.0,-3.798455,0,6,148.679856
5.0,-0.145801,0,5,148.697067
7.0,-1.574576,0,7,148.717674
14.0,-1.128185,0,14,148.765356
5.0,-1.032799,0,5,148.780535
9.0,-5.092842,0,9,148.807332
5.0,-3.874575,0,5,148.822433
5.0,-3.346187,0,5,148.837519
5.0,-1.286098,0,5,148.852652
5.0,-2.696948,0,5,148.867639
