# {"t_start": 1561570421.1046743, "env_id": "Humanoid-v2"} 
r,l,t
66.178854,14,94.311779
66.225356,14,94.370754
66.370921,14,94.431412
76.008546,16,94.50165
66.277636,14,94.562089
61.690706,13,94.618012
61.574701,13,94.675478
66.354011,14,94.735471
61.744418,13,94.793164
66.284044,14,94.857023
66.511808,14,94.922687
66.231606,14,94.982812
71.196486,15,95.042981
71.034974,15,95.103641
258.987328,55,95.340499
89.095332,19,95.429109
66.104727,14,95.490857
106.748549,22,95.588322
72.9357,15,95.654748
75.702472,16,95.721792
66.518976,14,95.780771
194.663756,37,95.938119
70.575242,15,96.00276
61.667136,13,96.057888
70.898205,15,96.121729
66.213824,14,96.181192
66.404804,14,96.23538
70.970004,15,96.294004
126.623631,25,96.394251
71.234523,15,96.452384
61.593276,13,96.502803
66.294137,14,96.558943
66.264968,14,96.615668
75.864102,16,96.678813
75.634651,16,96.743275
70.905786,15,96.801649
66.355331,14,96.855986
66.13726,14,96.910004
66.220284,14,97.466566
187.144626,36,97.616429
66.36062,14,97.673549
128.307147,28,97.795909
71.094842,15,97.858872
205.263744,43,98.044648
61.847513,13,98.096988
101.874071,22,98.187145
76.031971,16,98.252072
126.421984,28,98.375772
70.99877,15,98.438797
71.044258,15,98.50567
66.209897,14,98.565659
61.440304,13,98.615782
71.164003,15,98.669598
75.672841,16,98.731796
276.187873,53,98.96057
92.957854,19,99.038647
56.76553,12,99.088213
70.833383,15,99.15012
66.309127,14,99.208255
71.118826,15,99.270903
66.222692,14,99.32986
75.759786,16,99.395014
71.125552,15,99.452008
66.607484,14,99.504838
71.171945,15,99.563987
71.119502,15,99.624632
66.323138,14,99.683643
201.859444,41,99.857503
71.144379,15,99.912995
70.991651,15,99.968021
66.496642,14,100.021799
71.225333,15,100.082171
86.996157,18,100.157268
66.437838,14,100.215167
154.866212,34,100.359431
66.14942,14,100.417202
66.511094,14,100.474741
61.396281,13,100.528181
56.744732,12,100.577314
66.484124,14,100.634207
76.387281,16,100.700379
71.009276,15,100.761708
66.152573,14,100.826974
196.684833,42,101.015642
66.21804,14,101.077443
84.422773,19,101.158077
66.310325,14,101.212332
76.016091,16,101.27504
72.11129,16,101.340023
76.090857,16,101.403625
71.115777,15,101.46345
66.299018,14,101.520809
71.150104,15,101.580614
193.95802,39,102.194322
69.495504,15,102.258946
71.028999,15,102.322837
211.468027,44,102.518139
158.642323,33,102.662808
88.919906,19,102.744417
116.473077,26,102.858374
70.998956,15,102.923014
66.465228,14,102.982508
71.349175,15,103.046975
230.604061,48,103.267188
70.640472,15,103.332199
80.108345,17,103.406384
305.437413,57,103.652286
70.982716,15,103.716728
141.468997,26,103.828937
124.70029,25,103.938661
108.271439,21,104.035517
66.225308,14,104.093814
212.906851,52,104.319862
262.581261,61,104.569687
71.31363,15,104.627742
71.059617,15,104.685402
71.069426,15,104.743428
94.863405,19,104.818412
77.778063,18,104.88965
71.248419,15,104.947321
66.284527,14,105.002546
202.659447,48,105.201182
98.434713,20,105.286158
85.03903,17,105.355868
71.347494,15,105.419052
71.310595,15,105.480981
115.65278,25,105.582768
128.45342,29,105.703723
179.053629,41,105.883466
71.504868,15,105.94446
61.555328,13,106.00203
96.070798,21,106.087465
202.662022,38,106.251482
118.21703,23,106.794598
