# {"t_start": 1562341552.4766877, "env_id": "InvertedPendulumBL-v2"} 
r,violation,l,t
3.0,0,3,1812.319296
53.0,9,53,1812.41169
1000.0,0,1000,1814.799671
56.0,8,56,1814.899099
5.0,0,5,1814.908809
48.0,5,48,1814.993943
1000.0,0,1000,1817.392448
48.0,4,48,1817.475691
43.0,5,43,1817.552696
61.0,12,61,1817.660653
58.0,12,58,1817.763587
79.0,11,79,1818.533734
1000.0,0,1000,1820.937257
61.0,6,61,1821.044502
1000.0,0,1000,1823.426733
1000.0,0,1000,1825.832099
1000.0,0,1000,1828.231807
46.0,7,46,1828.309537
72.0,15,72,1828.42787
105.0,24,105,1828.612466
1000.0,0,1000,1831.029717
48.0,7,48,1831.114366
53.0,9,53,1831.208053
66.0,10,66,1831.324414
62.0,11,62,1831.433684
48.0,7,48,1831.518403
162.0,23,162,1831.810593
50.0,8,50,1831.898712
1000.0,0,1000,1834.287583
1000.0,0,1000,1836.679166
3.0,0,3,1836.685709
50.0,9,50,1836.772177
1000.0,4,1000,1839.138489
3.0,0,3,1839.14495
1000.0,0,1000,1841.53125
52.0,7,52,1841.624123
1000.0,0,1000,1843.975264
3.0,0,3,1843.982639
55.0,10,55,1844.073412
1000.0,0,1000,1846.428731
1000.0,12,1000,1848.811698
1000.0,0,1000,1851.208696
57.0,9,57,1851.944068
67.0,13,67,1852.063159
1000.0,0,1000,1855.462578
1000.0,0,1000,1857.856294
74.0,19,74,1857.989736
1000.0,0,1000,1860.405266
1000.0,0,1000,1862.779544
1000.0,0,1000,1865.150172
56.0,9,56,1865.249188
1000.0,0,1000,1867.642309
58.0,14,58,1867.74558
79.0,21,79,1867.885228
1000.0,0,1000,1870.316655
1000.0,0,1000,1872.700418
56.0,19,56,1872.799511
70.0,16,70,1872.922719
59.0,11,59,1873.026209
60.0,13,60,1873.132118
1000.0,0,1000,1875.540488
1000.0,0,1000,1877.922643
1000.0,0,1000,1880.29395
45.0,8,45,1880.37423
62.0,12,62,1880.483931
1000.0,0,1000,1882.863322
49.0,9,49,1882.952338
73.0,18,73,1883.078694
55.0,12,55,1883.17541
1000.0,0,1000,1885.571849
84.0,12,84,1885.720231
1000.0,0,1000,1888.100818
63.0,11,63,1888.841734
71.0,14,71,1888.966438
1000.0,0,1000,1891.35916
48.0,7,48,1891.443701
3.0,0,3,1891.450177
57.0,9,57,1891.552847
1000.0,0,1000,1893.962869
1000.0,0,1000,1896.362978
1000.0,0,1000,1898.741545
1000.0,0,1000,1901.085291
1000.0,0,1000,1904.462714
1000.0,0,1000,1906.842533
1000.0,0,1000,1909.230659
1000.0,0,1000,1911.604957
1000.0,0,1000,1913.989703
1000.0,0,1000,1916.368028
1000.0,0,1000,1918.766777
82.0,18,82,1918.911253
1000.0,0,1000,1921.317878
1000.0,0,1000,1923.739818
1000.0,0,1000,1926.130899
1000.0,0,1000,1928.523723
44.0,7,44,1928.601096
145.0,27,145,1928.85388
5.0,0,5,1928.863695
105.0,24,105,1929.056529
46.0,7,46,1929.139724
3.0,0,3,1929.146101
1000.0,0,1000,1931.529642
74.0,17,74,1931.660878
1000.0,0,1000,1934.079199
62.0,9,62,1934.190228
3.0,0,3,1934.196422
145.0,30,145,1934.452063
57.0,12,57,1934.552916
123.0,21,123,1935.431173
1000.0,0,1000,1937.818059
1000.0,0,1000,1940.210378
1000.0,0,1000,1942.600122
1000.0,0,1000,1944.992723
1000.0,0,1000,1947.396875
1000.0,0,1000,1949.801372
1000.0,0,1000,1953.210015
1000.0,0,1000,1955.602978
1000.0,0,1000,1958.000522
1000.0,0,1000,1960.437309
1000.0,0,1000,1962.834521
1000.0,0,1000,1965.200431
1000.0,0,1000,1967.597923
1000.0,0,1000,1969.992387
1000.0,0,1000,1972.400286
1000.0,0,1000,1974.821633
1000.0,0,1000,1977.2205
1000.0,0,1000,1979.617592
1000.0,0,1000,1982.026864
1000.0,0,1000,1984.421393
1000.0,0,1000,1986.816429
90.0,11,90,1986.98024
1000.0,0,1000,1989.383153
1000.0,0,1000,1991.773645
1000.0,0,1000,1994.199577
1000.0,0,1000,1996.601238
1000.0,0,1000,1999.00123
1000.0,0,1000,2002.42844
1000.0,0,1000,2004.834734
1000.0,0,1000,2007.219384
1000.0,0,1000,2009.612395
1000.0,0,1000,2012.011598
1000.0,0,1000,2014.409226
1000.0,0,1000,2016.781123
91.0,20,91,2016.941665
61.0,10,61,2017.048897
95.0,19,95,2017.215802
91.0,36,91,2017.376684
1000.0,0,1000,2019.764741
1000.0,0,1000,2022.147254
74.0,15,74,2022.278049
1000.0,0,1000,2024.658723
62.0,7,62,2024.768378
1000.0,0,1000,2027.141413
1000.0,0,1000,2029.524488
1000.0,0,1000,2031.910155
68.0,12,68,2032.034777
1000.0,0,1000,2034.4178
1000.0,0,1000,2036.801186
78.0,17,78,2036.937035
1000.0,0,1000,2039.33417
1000.0,0,1000,2041.721603
1000.0,0,1000,2044.121143
1000.0,0,1000,2046.521172
1000.0,0,1000,2048.921705
1000.0,0,1000,2052.334695
99.0,17,99,2052.50941
1000.0,0,1000,2054.921238
1000.0,0,1000,2057.311146
77.0,15,77,2057.451816
85.0,23,85,2058.23234
1000.0,0,1000,2060.649446
1000.0,0,1000,2063.074041
68.0,11,68,2063.193111
79.0,15,79,2063.332309
78.0,15,78,2063.469493
60.0,15,60,2063.57536
1000.0,0,1000,2066.001756
1000.0,0,1000,2068.394064
1000.0,0,1000,2070.785251
1000.0,0,1000,2073.14059
1000.0,0,1000,2075.539891
73.0,15,73,2075.666402
1000.0,0,1000,2078.048289
1000.0,0,1000,2080.437365
1000.0,0,1000,2082.808794
125.0,18,125,2083.028575
1000.0,0,1000,2085.41555
1000.0,0,1000,2087.803493
1000.0,0,1000,2090.207135
1000.0,0,1000,2092.598905
74.0,28,74,2092.730258
1000.0,0,1000,2095.118672
1000.0,0,1000,2097.513511
1000.0,0,1000,2101.020714
1000.0,0,1000,2103.426293
1000.0,0,1000,2105.821651
78.0,18,78,2105.963849
1000.0,0,1000,2108.374001
1000.0,0,1000,2110.771939
1000.0,0,1000,2113.188545
1000.0,0,1000,2115.60677
1000.0,0,1000,2118.010907
1000.0,0,1000,2120.438112
1000.0,0,1000,2122.836383
1000.0,0,1000,2125.248923
143.0,22,143,2125.506048
1000.0,0,1000,2127.926392
1000.0,0,1000,2130.309232
1000.0,0,1000,2132.727555
1000.0,0,1000,2135.119054
1000.0,0,1000,2137.525115
1000.0,0,1000,2139.93332
64.0,14,64,2140.045699
1000.0,0,1000,2142.427822
83.0,19,83,2142.580555
1000.0,0,1000,2145.018994
62.0,14,62,2145.765982
1000.0,0,1000,2149.282363
129.0,15,129,2149.499746
1000.0,0,1000,2151.909498
99.0,16,99,2152.08759
1000.0,0,1000,2154.465693
1000.0,0,1000,2156.85241
76.0,12,76,2156.986343
76.0,14,76,2157.119824
1000.0,0,1000,2159.524799
1000.0,0,1000,2161.954509
82.0,14,82,2162.100304
89.0,18,89,2162.260288
59.0,12,59,2162.367576
1000.0,0,1000,2164.76544
68.0,11,68,2164.882583
73.0,23,73,2165.011717
1000.0,0,1000,2167.441296
59.0,13,59,2167.544031
1000.0,0,1000,2169.954255
116.0,42,116,2170.161072
103.0,17,103,2170.980873
1000.0,0,1000,2173.380705
1000.0,0,1000,2175.791048
1000.0,0,1000,2178.211084
1000.0,0,1000,2180.657149
1000.0,0,1000,2183.051064
55.0,7,55,2183.147923
1000.0,0,1000,2185.558461
73.0,13,73,2185.686883
1000.0,0,1000,2188.075455
1000.0,0,1000,2190.481436
47.0,7,47,2190.564986
48.0,7,48,2190.647012
66.0,11,66,2190.765258
49.0,8,49,2190.852507
54.0,9,54,2190.94455
1000.0,0,1000,2193.323682
1000.0,0,1000,2195.711191
62.0,15,62,2195.81823
65.0,14,65,2195.932788
1000.0,0,1000,2199.493341
65.0,13,65,2199.608487
59.0,11,59,2199.71249
51.0,8,51,2199.802827
1000.0,0,1000,2202.19096
62.0,27,62,2202.304899
1000.0,0,1000,2204.704834
41.0,7,41,2204.778562
64.0,15,64,2204.891932
49.0,6,49,2204.979127
57.0,11,57,2205.737556
46.0,7,46,2205.818547
54.0,9,54,2205.913431
1000.0,0,1000,2208.31394
70.0,14,70,2208.436786
124.0,24,124,2208.658529
47.0,7,47,2208.746527
54.0,9,54,2208.836251
53.0,11,53,2208.924904
65.0,13,65,2209.042206
64.0,14,64,2209.160316
1000.0,0,1000,2211.552758
1000.0,0,1000,2213.960574
63.0,14,63,2214.068984
60.0,20,60,2214.175543
1000.0,0,1000,2216.582965
1000.0,0,1000,2219.009905
87.0,22,87,2219.164877
1000.0,0,1000,2221.566412
53.0,9,53,2221.661191
1000.0,0,1000,2224.068078
45.0,6,45,2224.147989
44.0,5,44,2224.226103
61.0,16,61,2224.985631
55.0,9,55,2225.082248
1000.0,0,1000,2227.476372
59.0,18,59,2227.588641
1000.0,0,1000,2229.994524
68.0,15,68,2230.113119
1000.0,0,1000,2232.524398
52.0,10,52,2232.616764
53.0,10,53,2232.714194
48.0,6,48,2232.79945
50.0,10,50,2232.888359
1000.0,0,1000,2235.283332
73.0,19,73,2235.409862
87.0,26,87,2235.562871
64.0,17,64,2235.678553
45.0,0,45,2235.75817
1000.0,0,1000,2238.150556
59.0,13,59,2238.259264
1000.0,0,1000,2240.669442
1000.0,0,1000,2243.091868
63.0,10,63,2243.208584
1000.0,0,1000,2245.635098
57.0,12,57,2245.736407
1000.0,0,1000,2249.310828
1000.0,0,1000,2251.71353
1000.0,0,1000,2254.07717
1000.0,0,1000,2256.477172
1000.0,0,1000,2258.896529
81.0,18,81,2259.039692
68.0,11,68,2259.810776
1000.0,0,1000,2262.197741
1000.0,0,1000,2264.597354
1000.0,0,1000,2266.998304
1000.0,0,1000,2269.393109
1000.0,0,1000,2271.834171
1000.0,0,1000,2274.256407
1000.0,0,1000,2276.690548
1000.0,0,1000,2279.129619
1000.0,0,1000,2281.52851
1000.0,0,1000,2283.952851
1000.0,0,1000,2286.341335
66.0,14,66,2286.456372
52.0,8,52,2286.546934
1000.0,0,1000,2288.925501
67.0,13,67,2289.043272
1000.0,0,1000,2291.442475
67.0,11,67,2291.560432
83.0,27,83,2291.707952
1000.0,0,1000,2294.124318
1000.0,0,1000,2297.702886
1000.0,0,1000,2300.095604
74.0,15,74,2300.231687
54.0,8,54,2300.327833
62.0,13,62,2300.437485
1000.0,0,1000,2302.866114
1000.0,0,1000,2305.295182
1000.0,0,1000,2307.690543
1000.0,0,1000,2310.085613
1000.0,0,1000,2312.48071
1000.0,0,1000,2314.874461
1000.0,0,1000,2317.268399
1000.0,0,1000,2319.697377
1000.0,0,1000,2322.111995
1000.0,0,1000,2324.538185
1000.0,0,1000,2326.942339
1000.0,0,1000,2329.327083
1000.0,0,1000,2331.730612
1000.0,0,1000,2334.132543
1000.0,0,1000,2336.515075
1000.0,0,1000,2338.885997
1000.0,0,1000,2341.265894
1000.0,0,1000,2343.675477
1000.0,0,1000,2347.296505
1000.0,0,1000,2349.685373
1000.0,0,1000,2352.045641
1000.0,0,1000,2354.410961
1000.0,0,1000,2356.821855
1000.0,0,1000,2359.201053
1000.0,0,1000,2361.573862
1000.0,0,1000,2363.981179
1000.0,0,1000,2366.392933
1000.0,0,1000,2368.798521
1000.0,0,1000,2371.219874
1000.0,0,1000,2373.610536
1000.0,0,1000,2376.015648
1000.0,0,1000,2378.403997
1000.0,0,1000,2380.799869
1000.0,0,1000,2383.207116
11.0,0,11,2383.228341
1000.0,0,1000,2385.634312
1000.0,0,1000,2388.031115
1000.0,0,1000,2390.41853
1000.0,0,1000,2392.820329
1000.0,0,1000,2396.477253
1000.0,0,1000,2398.88932
1000.0,0,1000,2401.303525
1000.0,0,1000,2403.710947
1000.0,0,1000,2406.12206
1000.0,0,1000,2408.544764
1000.0,0,1000,2411.003585
1000.0,0,1000,2413.457709
1000.0,0,1000,2415.857893
1000.0,0,1000,2418.274573
154.0,25,154,2418.543368
1000.0,0,1000,2420.92166
1000.0,0,1000,2423.316018
1000.0,0,1000,2425.721272
1000.0,0,1000,2428.115729
1000.0,0,1000,2430.53633
1000.0,0,1000,2432.929271
66.0,15,66,2433.046326
1000.0,0,1000,2435.449608
72.0,16,72,2435.577961
1000.0,0,1000,2437.976105
127.0,37,127,2438.204689
1000.0,0,1000,2440.576762
62.0,11,62,2441.328688
1000.0,0,1000,2444.964564
1000.0,0,1000,2447.352572
1000.0,0,1000,2449.784355
61.0,14,61,2449.89163
54.0,15,54,2449.984183
1000.0,0,1000,2452.382476
1000.0,0,1000,2454.772034
1000.0,0,1000,2457.163378
50.0,7,50,2457.251132
53.0,11,53,2457.34469
59.0,12,59,2457.448938
52.0,12,52,2457.541471
1000.0,0,1000,2459.926742
48.0,9,48,2460.011169
51.0,9,51,2460.106773
1000.0,0,1000,2462.522652
73.0,16,73,2462.646854
58.0,13,58,2462.749784
1000.0,5,1000,2465.151173
1000.0,0,1000,2467.561624
1000.0,0,1000,2469.980594
1000.0,0,1000,2472.384022
1000.0,0,1000,2474.779719
1000.0,0,1000,2477.170777
49.0,9,49,2477.257859
1000.0,0,1000,2479.655322
1000.0,0,1000,2482.074115
53.0,10,53,2482.172253
1000.0,0,1000,2484.527076
1000.0,0,1000,2486.973912
1000.0,0,1000,2489.396545
124.0,40,124,2489.616218
1000.0,0,1000,2492.032592
