# {"t_start": 1562362757.4367013, "env_id": "ReacherGP-v2"} 
r,c,violation,l,t
-6.68565,-46.106486,37,50,1245.252555
-8.319158,-28.387937,5,50,1247.013989
-6.819829,-46.825443,39,50,1248.773962
-7.573103,-31.151402,12,50,1250.480387
-8.591432,-34.155409,19,50,1252.22048
-5.78686,-40.498722,27,50,1253.817309
-6.443768,-21.608881,9,50,1255.516728
-9.903478,-34.249274,18,50,1257.265394
-9.926731,-31.164125,16,50,1258.976117
-5.670428,-30.45352,19,50,1260.721448
-6.218269,-32.577658,18,50,1262.532434
-5.688152,-43.548327,34,50,1264.229455
-6.956685,-22.922037,9,50,1265.952586
-13.328559,-25.639146,13,50,1267.69465
-6.920917,-49.763642,40,50,1269.561371
-8.003865,-27.038532,10,50,1271.289678
-6.212396,-21.547996,10,50,1273.04199
-10.121547,-47.768434,40,50,1274.689324
-7.340248,-48.501089,40,50,1276.290778
-10.182456,-35.942646,21,50,1277.967474
-6.469853,-38.709637,28,50,1279.632407
-9.038991,-16.716938,8,50,1281.528311
-8.715377,-50.047058,39,50,1283.240484
-12.192746,-45.211074,37,50,1285.114895
-8.179731,-36.564578,20,50,1286.886683
-6.825163,-24.387563,12,50,1288.766127
-9.645292,-31.309865,15,50,1290.65423
-9.803745,-45.915749,32,50,1292.529451
-10.804426,-51.196634,41,50,1294.343388
-7.844455,-30.671333,17,50,1296.172015
-7.8885,-31.796693,18,50,1297.974201
-10.795479,-25.62711,12,50,1299.865178
-8.417972,-48.300856,38,50,1301.710639
-8.101675,-34.009594,21,50,1303.569612
-6.682753,-23.967294,13,50,1305.503989
-7.921733,-25.977828,12,50,1307.414643
-8.187238,-41.039177,36,50,1309.222742
-6.187199,-35.952589,27,50,1311.0694
-10.814131,-51.545504,41,50,1312.902953
-5.76679,-47.357992,39,50,1314.720303
-5.845005,-6.032339,2,50,1316.502616
-10.490758,-39.679925,32,50,1318.310344
-6.425679,-47.902342,39,50,1320.164627
-8.73115,-44.742029,37,50,1322.104269
-11.170962,-50.040025,41,50,1323.931392
-5.271041,-46.739591,39,50,1325.71826
-10.45734,-48.329979,39,50,1327.522812
-8.949,-31.231465,11,50,1329.45519
-10.829856,-30.120103,14,50,1331.607848
-5.538113,-38.320611,24,50,1333.518991
-10.017101,-39.488219,23,50,1335.388438
-8.609835,-19.242734,4,50,1337.466922
-7.959261,-53.501118,32,50,1339.344669
-10.219139,-15.12395,8,50,1341.19018
-9.43872,-48.693235,39,50,1343.18184
-12.274085,-46.33195,38,50,1345.033788
-8.027613,-50.624517,40,50,1347.431718
-5.946014,-19.723408,5,50,1349.271215
-8.887596,-43.153336,29,50,1351.12979
-9.181074,-45.136656,31,50,1352.927047
-6.263462,-25.859118,13,50,1355.507487
-8.981017,-36.963095,24,50,1357.334926
-5.503946,-34.748195,23,50,1359.146611
-7.495221,-29.963459,15,50,1360.890368
-9.259784,-50.558912,39,50,1362.930776
-10.254007,-59.421198,40,50,1365.190103
-5.539317,-44.290497,38,50,1366.962424
-12.220794,-23.967236,11,50,1368.755821
-5.134054,-48.64445,37,50,1370.513683
-10.715673,-45.108861,33,50,1372.431417
-7.960751,-46.56683,39,50,1374.838998
-7.615544,-37.123758,37,50,1376.650367
-6.761934,-22.818051,6,50,1378.455307
-7.766635,-47.387357,35,50,1380.227896
-4.436775,-1.830269,0,50,1382.591807
-6.138571,-21.244085,8,50,1384.688713
-8.236211,-35.650284,31,50,1386.482725
-6.520859,-17.972874,6,50,1388.305537
-7.28225,-27.195194,12,50,1390.271911
-4.419133,-51.354914,38,50,1392.566573
-10.343737,-60.934938,41,50,1394.374663
-9.324366,-52.568604,41,50,1396.176525
-11.94666,-27.58042,9,50,1398.10375
-6.769553,-29.386647,13,50,1400.372406
-12.453624,-38.027123,25,50,1402.367979
-8.553119,-51.253462,41,50,1404.211707
-7.477056,-30.751856,16,50,1406.029661
-5.527066,-42.749783,37,50,1408.043694
-7.945801,-36.036863,34,50,1410.284465
-7.307909,-36.860547,28,50,1412.258542
-8.586012,-41.188199,32,50,1414.039229
-6.900171,-21.78329,1,50,1416.024133
-7.708949,-27.701204,19,50,1418.067078
-5.396796,-35.887111,21,50,1420.286735
-8.757086,-20.578693,12,50,1422.255135
-6.015346,-45.06743,38,50,1424.220227
-5.199225,-51.648933,39,50,1426.429978
-7.321683,-52.74877,40,50,1428.44321
-12.996951,-17.313524,8,50,1430.284464
-6.484669,-19.280827,0,50,1432.210667
-6.9166,-34.0357,20,50,1434.386782
-6.089362,-27.000039,11,50,1436.485491
-5.202011,-21.106013,6,50,1438.326609
-8.213658,-30.859177,16,50,1440.197618
-6.577474,-36.670471,29,50,1442.088038
-9.884357,-19.086744,8,50,1444.319828
-9.217855,-53.767806,40,50,1446.293381
-11.089916,-57.472071,41,50,1448.150167
-11.944864,-57.80934,42,50,1450.011109
-8.331356,-30.21023,21,50,1451.94407
-8.665615,-54.429924,31,50,1454.200245
-9.332452,-43.776814,31,50,1456.084238
-9.740357,-41.753266,33,50,1457.908064
-4.885931,-47.439093,38,50,1459.79274
-9.798438,-52.38699,42,50,1462.104119
-6.838517,-31.063863,19,50,1464.206996
-5.873325,-28.398064,17,50,1466.077235
-4.495667,-4.972722,0,50,1467.942967
-10.530196,-55.459988,42,50,1470.242174
-8.820743,-49.573538,41,50,1472.190034
-6.71222,-43.484514,33,50,1473.968839
-3.526656,-44.721091,33,50,1475.987704
-11.631934,-36.366922,24,50,1478.295258
-9.317169,-50.152466,42,50,1480.164434
-7.679714,-27.265602,15,50,1481.978568
-10.721586,-57.065529,42,50,1484.184537
-5.841033,-50.101438,41,50,1486.39241
-7.360161,-24.375237,13,50,1488.27218
-6.185673,-27.086843,17,50,1490.198772
-3.493235,-42.848174,31,50,1492.370731
-11.948616,-52.105798,42,50,1494.50814
-5.77659,-44.507673,34,50,1496.305389
-6.955879,-31.096688,19,50,1498.247036
-7.574793,-44.103118,30,50,1500.545553
-10.268186,-39.782009,35,50,1502.80434
-7.144188,-44.649718,40,50,1504.582325
-10.510388,-49.143327,41,50,1506.457769
-4.613866,-49.204684,37,50,1508.801559
-7.626135,-47.839912,39,50,1510.767502
-11.969175,-39.580366,28,50,1512.538941
-7.222197,-50.340505,40,50,1514.487098
-4.294894,-39.991738,33,50,1516.789009
-7.130634,-38.6651,38,50,1518.76743
-6.636558,-25.555917,20,50,1520.528897
-6.335829,-32.947261,26,50,1522.364911
-11.766933,-37.689283,21,50,1524.604721
-8.726413,-44.629987,30,50,1526.660576
-8.135023,-40.969925,31,50,1528.434687
-8.352864,-39.872711,37,50,1530.242272
-7.346848,-27.257494,16,50,1532.396821
-8.750565,-48.991562,41,50,1534.512114
-6.59377,-45.594429,36,50,1536.312356
-5.933655,-30.702767,22,50,1538.13323
-8.088989,-49.876767,39,50,1540.301895
-8.320828,-31.380684,29,50,1542.633165
-8.319507,-50.64696,41,50,1544.44011
-5.864379,-45.083405,36,50,1546.281593
-7.248907,-48.890104,40,50,1548.543865
-11.57517,-51.235266,42,50,1550.640787
-5.510074,-44.905242,38,50,1552.494222
-9.902157,-36.991212,31,50,1554.514681
-3.384693,-39.398496,33,50,1556.726526
-8.608009,-30.104669,17,50,1558.744163
-11.170255,-28.74254,18,50,1560.594944
-6.527087,-29.833082,15,50,1562.499578
-4.464414,-38.914072,31,50,1564.782475
-7.917716,-33.173358,19,50,1566.823436
-4.216856,-41.779541,37,50,1568.689771
-9.750101,-49.80148,40,50,1570.820642
-8.427992,-33.515215,21,50,1573.07085
-6.013911,-40.895349,34,50,1574.88585
-8.800539,-48.245384,39,50,1576.727906
-6.315754,-37.590399,28,50,1578.893768
-8.403182,-50.853675,41,50,1581.13232
-13.578321,-32.752006,22,50,1583.217318
-14.19529,-23.712065,12,50,1585.0536
-2.640719,-44.414665,37,50,1587.234275
-8.870269,-36.82589,25,50,1589.458419
-2.892895,-37.865471,36,50,1591.325748
-9.03148,-48.968617,40,50,1593.21781
-6.379448,-44.243464,30,50,1595.528492
-6.382022,-47.186421,39,50,1597.580994
-2.930133,-36.576754,36,50,1599.418864
-11.278435,-47.672993,39,50,1601.404968
-5.349171,-11.973545,0,50,1603.676635
-8.467964,-35.551426,21,50,1605.719093
-4.625267,-43.869776,38,50,1607.557864
-7.522446,-42.69522,31,50,1609.561587
-10.902511,-39.337928,22,50,1611.825472
-5.408076,-46.421553,39,50,1613.854469
-5.863986,-48.231481,41,50,1615.695497
-7.148601,-32.797467,25,50,1617.70114
-6.121055,-43.95505,37,50,1619.976846
-9.534326,-39.417352,25,50,1622.137553
-12.418329,-39.445015,39,50,1624.193716
-4.75735,-41.407623,36,50,1626.117607
-6.500736,-48.163348,40,50,1628.379564
-8.390479,-36.013419,32,50,1630.448255
-7.045095,-48.207606,40,50,1632.278342
-5.490138,-43.543638,35,50,1634.22262
-6.006142,-41.883532,35,50,1636.397666
-4.606001,-47.12917,38,50,1638.480986
-12.232545,-46.899679,38,50,1640.350731
-8.139573,-43.286705,39,50,1642.311008
-10.830943,-48.195205,41,50,1644.501094
-5.747878,-35.009131,20,50,1646.482801
-7.536843,-18.442933,10,50,1648.348579
-9.091199,-47.970664,39,50,1650.476383
-8.983781,-36.850269,37,50,1652.710927
-11.408361,-47.712999,36,50,1654.582741
-7.103009,-48.456739,39,50,1656.415581
-8.508177,-47.892308,38,50,1658.663326
-7.281578,-46.152049,39,50,1660.800774
-4.696927,-48.254396,36,50,1662.667264
-4.618824,-48.479075,39,50,1664.889178
-7.988978,-48.526044,39,50,1667.08281
-8.877104,-46.662603,41,50,1669.192567
-11.008452,-49.443516,41,50,1671.030953
-5.00199,-36.624755,23,50,1673.126034
-7.297179,-40.735121,32,50,1675.416802
-12.078892,-51.693268,42,50,1677.417874
-7.97529,-51.241312,40,50,1679.276379
-6.015085,-39.639916,33,50,1681.262644
-8.699408,-41.246449,36,50,1683.264301
-6.595489,-43.959877,37,50,1685.510429
-5.937008,-41.731892,36,50,1687.502964
-4.301033,-43.522311,38,50,1689.37257
-11.2364,-51.886659,42,50,1691.3078
-10.338042,-42.202777,29,50,1693.495149
-10.530208,-36.437351,28,50,1695.656307
-7.003032,-31.904084,20,50,1697.539485
-8.729816,-38.966423,38,50,1699.369603
-9.305527,-35.560997,23,50,1701.400113
-11.719857,-46.349653,29,50,1703.604939
-10.748541,-39.841612,31,50,1705.709429
-10.13691,-49.433982,41,50,1707.564659
-10.039253,-38.184833,28,50,1709.73638
-7.754544,-36.692651,22,50,1711.987497
-9.258014,-51.764277,41,50,1713.860899
-12.828204,-19.171668,10,50,1715.779165
-8.884279,-44.246211,38,50,1717.424624
-7.027403,-37.954091,25,50,1719.140832
-11.836163,-46.747028,41,50,1720.88692
-5.215687,-46.402264,39,50,1722.590714
-7.145064,-7.445133,1,50,1724.375899
-9.931611,-33.434378,22,50,1726.116474
-7.486886,-45.508338,37,50,1727.887193
-5.360368,-39.652292,26,50,1729.597411
-5.566004,-33.171737,21,50,1731.34769
-10.443356,-42.579582,35,50,1733.146455
-5.043521,-37.124213,22,50,1734.857429
-7.398461,-34.750272,22,50,1736.56756
-9.027022,-47.106308,40,50,1738.307972
-5.299648,-49.674367,40,50,1740.051048
-5.857145,-48.115419,39,50,1741.955937
-6.858315,-37.873687,32,50,1743.60411
-8.496755,-48.458696,38,50,1745.268036
-9.651549,-47.944224,41,50,1746.971138
-9.958035,-45.02043,31,50,1748.737004
-9.556344,-49.664643,40,50,1750.50996
-8.073096,-39.810153,29,50,1752.315274
-9.738417,-48.680788,40,50,1753.999725
-6.262991,-48.257999,39,50,1755.869443
-4.539739,-36.370174,36,50,1757.725234
-4.558539,-24.278688,11,50,1759.580639
-7.750345,-41.454991,29,50,1761.363715
-5.980552,-48.681411,38,50,1763.156597
-6.644578,-32.30789,24,50,1764.98394
-10.603737,-48.008029,36,50,1766.842264
-5.116672,-29.905386,20,50,1768.626981
-7.462333,-40.15185,36,50,1770.473934
-5.331484,-44.791116,39,50,1772.316148
-5.887404,-40.721411,33,50,1774.139301
-9.988499,-49.046167,40,50,1775.976582
-9.88977,-43.855993,39,50,1777.9855
-7.455504,-46.15362,41,50,1779.819769
-10.081256,-50.32823,41,50,1781.692063
-11.354319,-52.547369,41,50,1783.541621
-5.834963,-30.801574,19,50,1785.424772
-5.097986,-2.639464,0,50,1787.291859
-9.141357,-44.647707,29,50,1789.173866
-7.888844,-49.792823,40,50,1791.069588
-8.017053,-43.040298,39,50,1792.797613
-3.863717,-9.77119,0,50,1794.627918
-8.745319,-49.461339,41,50,1796.520917
-9.909421,-48.918392,40,50,1798.405406
-11.405544,-46.360645,40,50,1800.22964
-6.555023,-22.431199,12,50,1801.993757
-10.639035,-9.127463,5,50,1803.835213
-11.80426,-45.839713,31,50,1805.695317
-9.04601,-11.444226,7,50,1807.513106
-5.042855,-44.890837,36,50,1809.238947
-9.875847,-42.73864,25,50,1810.940555
-9.301918,-41.137194,31,50,1812.837159
-10.530185,-50.381913,40,50,1814.768429
-5.634966,-49.673634,39,50,1816.581308
-4.42175,-42.641315,35,50,1818.460661
-7.752259,-41.219813,33,50,1820.297052
-6.70144,-30.285247,22,50,1822.123216
-5.091944,-48.587219,38,50,1823.951451
-6.09968,-34.3723,31,50,1825.779452
-8.156132,-39.334311,27,50,1827.771683
-8.473304,-46.120749,33,50,1829.591506
-12.804002,-50.996809,41,50,1831.362081
-6.129045,-38.805992,30,50,1833.136264
-11.385292,-46.679711,32,50,1835.374808
-6.059236,-31.831551,17,50,1837.18088
-6.895978,-6.553955,1,50,1838.982311
-6.330054,-41.19376,33,50,1840.797173
-5.964,-30.115935,19,50,1842.785274
-5.245028,-22.622278,15,50,1844.969383
-11.395903,-44.532316,38,50,1846.788608
-4.899815,-38.927357,29,50,1848.541887
-7.877832,-45.655541,38,50,1850.431551
-4.673742,-39.549863,24,50,1853.003818
-8.080175,-40.664797,35,50,1854.819438
-10.309745,-59.431602,40,50,1856.672664
-7.777054,-31.045817,23,50,1858.554298
-6.203753,-38.524919,28,50,1860.755786
-8.604045,-47.437709,39,50,1862.597792
-7.297168,-42.130415,32,50,1864.410186
-10.503077,-45.561139,35,50,1866.141213
-10.688055,-47.533437,38,50,1868.51583
-8.830104,-54.006931,38,50,1870.356629
-5.423714,-34.700443,21,50,1872.112711
-10.013506,-41.895636,30,50,1874.010581
-11.802438,-46.141603,36,50,1876.356128
-8.320026,-43.469041,26,50,1878.153167
-10.239022,-59.21087,40,50,1880.001829
-10.397327,-55.393936,42,50,1882.098872
-3.824612,-43.605287,37,50,1884.236267
-7.400352,-52.565523,39,50,1886.106293
-10.175127,-41.694867,28,50,1888.065995
-5.636698,-36.283235,24,50,1890.339673
-5.902385,-35.364118,31,50,1892.358844
-11.861856,-44.235708,35,50,1894.173208
-5.738902,-45.647176,35,50,1896.235496
-4.99329,-53.211685,37,50,1898.474228
-6.257555,-51.205109,39,50,1900.295236
-9.8788,-35.912484,26,50,1902.161207
-9.485496,-48.115389,34,50,1904.556859
-10.070506,-51.363804,41,50,1906.455137
-10.269787,-44.841091,36,50,1908.431659
-8.865141,-45.726638,31,50,1911.005883
-4.669361,-32.488017,21,50,1912.808048
-8.945489,-48.656728,37,50,1914.625598
-10.633374,-51.837999,42,50,1916.439801
-11.596123,-50.863764,42,50,1918.788946
-9.210208,-46.007635,39,50,1920.683736
-8.303245,-57.849836,39,50,1922.422121
-4.672232,-38.300656,24,50,1924.346877
-10.393455,-61.105265,41,50,1926.864544
-5.596462,-27.707871,15,50,1928.710529
-9.531064,-59.388426,40,50,1930.566752
-4.89061,-35.92,25,50,1932.828303
-6.721073,-42.490578,27,50,1935.079761
-6.069016,-24.642853,14,50,1936.910859
-7.423244,-31.214019,19,50,1938.744315
-5.873294,-45.767469,36,50,1941.168804
-5.375706,-47.733937,36,50,1943.005613
-5.857151,-26.907354,12,50,1944.919924
-5.152016,-40.137325,25,50,1947.449662
-7.48238,-45.809129,36,50,1949.2791
-6.483501,-31.698735,21,50,1951.128044
-5.173627,-44.554372,32,50,1953.492516
-7.587129,-43.754273,31,50,1955.377582
-8.703761,-45.653947,29,50,1957.268419
-7.305136,-58.436038,38,50,1959.318075
-4.280289,-46.736502,37,50,1961.447273
-10.080067,-44.863419,32,50,1963.233926
-11.535846,-54.033641,41,50,1965.124988
-9.142056,-10.44587,3,50,1967.20772
-9.553655,-28.465458,13,50,1969.253314
-7.08616,-47.142038,38,50,1971.167157
-5.621925,-42.957579,26,50,1973.307549
-7.034775,-57.190061,40,50,1975.417553
-8.861252,-40.453527,29,50,1977.240873
-11.657841,-52.915544,41,50,1978.980414
-8.721622,-49.815366,36,50,1980.99736
-5.211799,-41.192744,32,50,1982.975843
-10.770497,-34.069687,22,50,1984.83122
-6.602604,-38.885839,25,50,1986.679324
-8.246683,-34.990251,33,50,1988.780639
-9.789115,-52.972071,40,50,1990.682802
-10.098701,-40.838173,27,50,1992.554446
-6.964408,-50.159741,40,50,1994.477456
-9.091669,-48.411672,40,50,1996.549359
-8.004517,-48.714918,41,50,1998.369615
-6.78906,-37.703783,25,50,2000.204629
-7.940061,-47.079445,40,50,2002.222457
-6.614073,-21.118408,9,50,2004.333019
-7.890811,-42.724387,31,50,2006.22135
-7.809101,-45.071168,34,50,2008.138331
-6.574228,-51.641981,39,50,2010.166861
-6.216058,-56.680627,36,50,2012.412937
-6.771871,-44.422557,36,50,2014.259009
-12.471954,-42.475127,35,50,2016.220473
-6.051909,-46.455797,37,50,2018.378113
-5.588572,-48.047998,38,50,2020.367283
-5.956884,-13.809552,6,50,2022.263934
-8.979033,-42.586148,30,50,2024.437031
-4.348799,-44.154759,33,50,2026.511797
-8.508971,-40.151304,31,50,2028.360386
-6.071841,-44.980885,35,50,2030.24916
-7.490126,-54.38399,36,50,2032.412496
-6.457242,-52.495139,36,50,2034.289732
-6.675162,-46.348079,32,50,2036.004256
-7.723854,-51.992558,33,50,2037.838927
-7.612827,-44.587458,32,50,2040.053897
-9.239795,-55.933865,40,50,2042.091401
-9.578499,-44.66042,39,50,2044.011903
-10.940969,-49.82622,40,50,2045.985094
-11.079314,-42.834589,30,50,2048.180667
-5.813446,-23.9077,16,50,2050.05868
-10.156009,-43.665413,33,50,2052.079855
-5.043732,-41.457493,29,50,2054.206761
-6.863342,-44.467959,30,50,2056.237483
-8.796281,-43.381288,31,50,2058.084509
-9.70007,-47.997475,41,50,2059.926297
-8.608487,-50.554908,38,50,2061.952886
-5.165755,-39.711256,30,50,2064.012275
-8.507175,-49.084929,34,50,2065.843028
-9.021599,-32.853511,15,50,2067.787834
-9.313242,-31.219009,18,50,2069.789106
-13.65313,-32.675002,16,50,2071.999429
-6.699548,-37.861671,23,50,2073.872672
-9.644749,-33.245144,18,50,2075.797622
-5.502148,-15.372205,7,50,2077.738004
-16.677748,-44.573481,35,50,2079.901879
-6.758718,-39.994887,26,50,2081.845739
-9.665268,-39.13414,22,50,2083.729994
-6.986331,-41.478012,25,50,2085.856232
-8.479627,-42.255103,32,50,2087.981502
-6.49365,-38.342194,23,50,2089.82247
-12.509791,-32.627162,16,50,2091.851272
-11.354972,-41.843094,24,50,2093.967977
-7.0407,-23.471584,10,50,2095.869014
-5.167667,-43.135434,34,50,2097.72659
-10.381135,-38.1375,21,50,2099.871035
-5.553544,-33.317522,19,50,2101.926306
-12.910551,-49.527292,41,50,2103.835606
-10.738107,-38.417576,26,50,2105.764336
-7.053211,-44.577539,35,50,2108.006966
-10.656847,-48.50878,41,50,2110.001422
-4.816445,-28.928061,14,50,2111.847268
-9.367926,-43.571474,34,50,2113.760105
-8.308057,-48.043195,35,50,2115.973675
-5.712522,-43.591512,34,50,2117.911985
-14.973232,-41.859677,32,50,2119.735678
-10.328185,-49.090917,41,50,2121.651547
-8.095939,-34.502009,32,50,2123.766826
-10.755383,-43.252914,33,50,2125.78715
-7.254519,-36.077916,21,50,2127.689167
-6.647647,-17.023406,0,50,2129.617684
-6.883009,-48.906912,39,50,2131.97968
-6.971873,-59.723001,39,50,2133.879869
-6.611253,-43.220287,26,50,2135.716243
-4.533489,-45.375015,36,50,2137.813884
-8.525523,-46.862075,39,50,2139.933761
-9.086615,-39.721805,24,50,2141.813346
-8.133731,-46.53037,34,50,2143.734256
-6.951867,-44.248278,36,50,2145.882595
-6.910507,-33.572777,19,50,2147.800641
-7.731693,-29.128742,17,50,2149.682164
-6.847124,-43.260259,35,50,2151.571024
-6.086533,-33.37677,27,50,2153.728024
-3.682694,-36.030233,30,50,2155.614119
-6.397054,-48.308413,39,50,2157.459046
-5.069389,-35.545458,27,50,2159.684072
-5.142832,-44.373193,35,50,2161.728366
-7.688618,-38.575451,32,50,2163.572784
-9.024543,-21.827981,12,50,2165.496721
-7.476246,-25.988038,15,50,2167.703593
-10.448054,-47.458821,41,50,2169.67692
-8.149002,-48.501874,39,50,2171.753677
-10.772904,-50.837478,41,50,2173.894709
-6.580662,-32.320884,27,50,2176.002065
-4.998183,-48.105818,32,50,2177.90362
-5.350663,-38.320699,27,50,2179.978524
-6.760093,-48.836389,38,50,2182.064756
-5.410785,-30.356997,12,50,2183.90617
-7.742269,-34.872567,33,50,2185.813562
-5.798024,-38.759865,27,50,2188.053665
-5.909508,-46.003471,36,50,2190.170832
-7.492285,-37.229117,39,50,2192.088002
-12.154677,-35.279153,27,50,2194.020733
-5.005017,-30.428528,18,50,2196.198457
-9.608769,-48.488499,40,50,2198.081707
-8.394574,-47.012105,41,50,2199.96463
-5.761296,-32.484188,26,50,2202.155569
-7.74722,-10.00606,2,50,2204.228019
-11.545619,-44.101878,38,50,2206.114578
-6.650806,-9.189399,1,50,2208.017253
-9.805395,-43.979755,34,50,2210.113455
-8.118919,-43.375177,37,50,2212.376298
-6.505665,-54.758384,38,50,2214.295585
-6.69199,-52.05056,38,50,2216.53549
-10.094887,-49.514536,40,50,2218.578099
-7.827391,-48.759905,40,50,2220.387386
-6.536531,-44.732416,32,50,2222.413455
-10.66303,-43.857214,32,50,2224.609267
-8.277628,-47.216265,40,50,2226.516631
-12.514856,-45.022197,35,50,2228.393398
-4.989188,-35.059383,30,50,2230.601572
-8.354632,-43.619283,31,50,2232.646676
-4.409462,-40.568045,32,50,2234.548161
-4.659279,-37.786094,37,50,2236.560065
-8.321768,-34.913668,33,50,2238.784956
-6.742256,-54.139865,39,50,2240.65495
-4.136958,-37.776251,35,50,2242.485682
-5.393976,-24.642646,0,50,2244.732313
-3.896121,-28.983359,12,50,2246.856793
-9.423964,-40.690701,25,50,2248.703481
-11.061206,-39.225062,34,50,2250.639864
-12.49128,-39.196304,27,50,2253.114736
-8.620974,-41.475893,37,50,2255.06412
-5.109587,-36.653343,25,50,2256.919664
-9.745075,-50.10241,41,50,2258.953695
-8.653023,-33.96072,18,50,2261.222175
-4.973502,-46.902109,35,50,2263.088361
-9.449569,-40.016922,27,50,2264.948017
-7.198379,-31.835007,24,50,2266.924511
-6.826462,-44.847585,27,50,2269.162619
-9.599955,-44.409511,27,50,2271.04238
-9.617656,-52.358034,40,50,2272.912128
-9.072112,-24.185322,11,50,2275.144379
-9.714872,-45.967937,40,50,2277.168507
-8.062578,-46.869926,37,50,2279.030263
-10.172176,-35.609539,25,50,2280.952189
-7.995666,-40.630102,30,50,2283.161908
-8.196356,-36.546328,27,50,2285.195856
-4.976215,-31.401478,16,50,2287.083229
-9.367914,-38.998633,41,50,2288.952275
-9.540851,-38.386423,23,50,2291.115414
-4.670491,-49.591256,36,50,2293.281961
-14.001308,-40.293357,24,50,2295.1109
-7.847107,-23.678143,16,50,2297.346937
-10.503564,-39.237345,27,50,2299.509867
-5.864868,-38.321817,25,50,2301.351053
-14.654957,-28.35327,18,50,2303.257683
-9.832563,-41.15349,41,50,2305.495589
-9.101692,-42.20463,39,50,2307.459092
-10.383708,-43.097825,28,50,2309.338885
-6.181105,-37.098445,37,50,2311.451344
-9.44052,-47.880229,34,50,2313.585132
-9.623674,-34.126913,20,50,2315.479586
-9.544669,-44.089147,29,50,2317.484697
-8.394808,-30.936847,15,50,2319.613274
-8.394236,-40.466971,34,50,2321.617499
-6.252749,-33.847093,32,50,2323.380518
-11.019284,-41.2355,39,50,2325.438931
-4.855328,-32.058887,16,50,2327.622466
-4.523054,-44.896283,38,50,2329.484475
-6.135019,-45.34141,37,50,2331.377226
-8.852929,-45.13442,33,50,2333.813514
-5.270393,-30.996452,19,50,2335.842884
-4.975904,-39.62268,28,50,2337.709313
-8.357832,-41.581157,26,50,2339.828014
-7.188105,-26.858432,14,50,2342.048506
-13.084268,-41.85257,40,50,2343.949295
-8.790056,-54.516191,38,50,2345.92493
-10.11181,-31.698549,18,50,2348.079275
-5.042067,-25.420728,14,50,2350.139715
-8.720273,-48.399338,34,50,2352.013217
-6.62268,-33.513507,16,50,2353.996888
-4.953869,-34.640988,25,50,2356.227919
-10.468649,-23.67711,14,50,2358.115746
-4.470159,-41.611138,35,50,2359.996657
-9.157009,-43.795883,40,50,2362.307571
-12.565019,-34.30846,21,50,2364.37348
-7.211779,-49.832352,33,50,2366.265368
-10.032382,-50.35963,40,50,2368.275813
-11.018793,-42.850983,37,50,2370.469356
-8.003179,-40.991094,26,50,2372.365605
-5.748289,-39.579556,29,50,2374.486626
-8.534245,-34.017659,31,50,2376.637548
-5.77366,-50.776144,34,50,2378.707261
-6.179487,-39.727007,25,50,2380.435316
-3.369432,-21.549288,11,50,2382.249632
-7.073746,-52.134193,30,50,2384.54407
-9.808643,-41.56159,41,50,2386.487734
-8.904074,-30.806554,19,50,2388.359246
-6.940733,-37.594088,24,50,2390.527209
-8.785695,-38.410298,39,50,2392.698708
-5.017648,-55.677231,33,50,2394.586629
-8.431762,-55.635743,39,50,2396.464282
-6.865404,-24.697064,13,50,2398.614307
-10.312605,-38.24592,30,50,2400.312638
-10.420584,-52.282802,35,50,2402.072179
-13.302458,-44.494322,35,50,2403.866705
-9.499842,-35.535422,14,50,2405.612635
-9.131584,-33.757196,18,50,2407.397835
-4.521434,-35.015187,34,50,2409.212541
-6.858985,-56.562339,36,50,2410.937263
-7.160763,-53.338789,33,50,2412.964136
-5.223414,-55.635533,34,50,2414.694102
-6.761717,-58.623364,37,50,2416.453052
-6.284655,-43.710738,26,50,2418.211303
-7.37927,-62.339714,37,50,2419.984483
-7.51456,-62.941484,38,50,2421.768982
-11.51737,-56.931361,37,50,2423.507967
-9.330628,-37.178588,18,50,2425.245091
-9.753071,-50.501411,30,50,2427.077201
-8.073682,-38.791672,30,50,2428.83339
-8.628043,-49.643005,34,50,2430.644172
-4.444867,-54.558074,35,50,2432.425032
-9.723617,-40.868288,41,50,2434.154103
-5.246835,-35.491967,36,50,2435.72144
-5.309795,-57.381112,36,50,2437.446531
-8.483208,-28.986207,17,50,2439.260796
-6.851224,-48.141114,30,50,2441.050373
-7.637488,-57.391628,39,50,2442.818056
-8.549148,-40.554584,26,50,2444.603192
-5.008611,-36.963974,30,50,2446.403696
-6.102313,-43.077444,25,50,2448.37999
-4.196219,-15.970324,8,50,2450.166752
-7.768617,-52.015134,36,50,2451.995946
-5.514286,-36.308406,35,50,2453.741925
-7.106196,-38.017093,39,50,2455.521504
-3.860684,-43.666475,33,50,2457.363752
-6.48018,-41.940787,31,50,2459.042162
-7.145558,-46.041463,35,50,2460.860144
-5.014986,-35.966998,22,50,2462.660243
-7.602812,-36.79107,26,50,2464.471349
-10.416913,-39.385383,24,50,2466.346219
-8.461497,-51.201153,31,50,2468.165598
-9.817044,-36.324833,21,50,2470.034548
-8.51722,-41.885729,25,50,2471.882218
-6.184989,-53.123894,33,50,2473.714868
-8.554582,-45.975892,31,50,2475.537481
-5.846929,-39.465181,23,50,2477.370181
-10.229429,-45.434275,41,50,2479.201053
-9.994077,-47.93251,29,50,2481.015256
-11.830309,-57.107605,35,50,2482.775066
